id,gender,dob,date,n_trial,test_stage,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,response,response_angle,wheel_rotation,reaction_time
pri_eyetracking_sim_ss4_99,M,0/0/1900,2022_Apr_25_1555,11,test,NoPrioritise,1,circle,square,cross,triangle,"1.0,-0.15960027999342463,0.2690977661520819","1.0,-0.1694459751095364,-0.6968170409133772","-0.12384754992127334,0.4656289401720195,0.3355818842165046","0.29323185337982705,0.4365272844863326,-1.0",330,34,218,139,"1.0,-0.1694459751095364,-0.6968170409133772",34,"1.0,-0.07604755533137741,-1.0",47,350,1.3316492000594735
pri_eyetracking_sim_ss4_99,M,0/0/1900,2022_Apr_25_1555,12,test,Prioritise4,3,cross,circle,triangle,square,"0.09017416231209929,0.4764835565228893,-0.581140049938324","1.0,-0.24030349193845646,-0.4804258498410512","0.30417514509994215,0.43389432139899475,-1.0","0.6526534052453359,0.32395804637990677,-1.0",159,22,138,108,"0.6526534052453359,0.32395804637990677,-1.0",108,"1.0,-0.13481497066722903,-0.8172789642511413",39,353,1.225249100010842
pri_eyetracking_sim_ss4_99,M,0/0/1900,2022_Apr_25_1555,13,test,Prioritise2,2,circle,triangle,cross,square,"0.47470490157818523,0.38660875671905104,-1.0","0.4665589352747248,0.2840716923699367,0.6714844115718321","1.0,0.14454808295369936,-1.0","0.8886984490493344,0.21562474761751438,-1.0",123,268,77,88,"1.0,0.14454808295369936,-1.0",77,"0.7278119810668549,0.17880451220180715,0.6471802765379799",285,114,1.1088983002118766
pri_eyetracking_sim_ss4_99,M,0/0/1900,2022_Apr_25_1555,14,test,Prioritise1,0,cross,triangle,circle,square,"1.0,0.08129056571751603,-1.0","-0.15218698220497417,0.491399065672369,0.0550849709310266","0.2563330525591274,0.3540064263668754,0.6360281906414551","0.8168605703912253,0.13684827598857496,0.6213530935889016",68,197,254,291,"1.0,0.08129056571751603,-1.0",68,"1.0,-0.24425036060701033,0.08619108045783674",344,55,1.0658267997205257
pri_eyetracking_sim_ss4_99,M,0/0/1900,2022_Apr_25_1555,15,test,Prioritise4,0,triangle,square,circle,cross,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681","1.0,-0.12344048141961106,0.3289459564990056","1.0,-0.015267259554568757,0.4762913260168815","-0.10043403746491275,0.49495767021285575,-0.14337977127983403",187,325,311,184,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681",187,"-0.137653653553384,0.47091943313012696,0.2992494234533911",215,176,1.1429866002872586
pri_eyetracking_sim_ss4_99,M,0/0/1900,2022_Apr_25_1555,16,test,Prioritise2,3,triangle,cross,circle,square,"1.0,-0.2905255226561695,-0.14211314919909668","0.1673887875274096,0.46333008938060627,-0.7729226224565875","1.0,-0.2812391217555803,-0.30713162009795525","-0.06301515924349677,0.44629443292921844,0.43549282839157066",0,151,11,227,"-0.06301515924349677,0.44629443292921844,0.43549282839157066",227,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,114,1.1064977999776602
pri_eyetracking_sim_ss4_99,M,0/0/1900,2022_Apr_25_1555,17,test,Prioritise1,2,square,triangle,cross,circle,"1.0,-0.24976805918886447,-0.4479639557291707","1.0,0.01469043779870538,-1.0","0.8744524420551003,0.1077067653533772,0.5993718879433354","0.9898363577373541,0.15802139914365565,-1.0",20,59,295,79,"0.8744524420551003,0.1077067653533772,0.5993718879433354",295,"0.25011230249462657,0.4464347244570299,-1.0",143,250,1.1162092997692525
pri_eyetracking_sim_ss4_99,M,0/0/1900,2022_Apr_25_1555,18,test,NoPrioritise,0,cross,square,triangle,circle,"-0.11850987372908683,0.4637398184337027,0.34737226103556385","-0.12538192785381974,0.49466166942996614,-0.0651744334368548","0.2563330525591274,0.3540064263668754,0.6360281906414551","0.3937919637711427,0.41052389502637143,-1.0",219,189,254,130,"-0.11850987372908683,0.4637398184337027,0.34737226103556385",219,"1.0,-0.289651960671372,-0.12741280502186536",359,39,1.2227708999998868
pri_eyetracking_sim_ss4_99,M,0/0/1900,2022_Apr_25_1555,19,test,Prioritise1,1,triangle,circle,cross,square,"-0.10674528321075638,0.4597702151299572,0.3704541436797111","1.0,0.01469043779870538,-1.0","0.11962807502985351,0.3945255124543332,0.5809118383777745","-0.137653653553384,0.47091943313012696,0.2992494234533911",221,59,244,215,"1.0,0.01469043779870538,-1.0",59,"0.4511598862406947,0.28958122135142217,0.6706112376461497",267,130,1.2564050001092255
pri_eyetracking_sim_ss4_99,M,0/0/1900,2022_Apr_25_1555,20,test,Prioritise2,1,triangle,square,cross,circle,"-0.11850987372908683,0.4637398184337027,0.34737226103556385","0.3000437839717358,0.34032750492681907,0.6478023910819077","1.0,-0.16655302622891022,0.25673909055504174","0.5810306884554026,0.3509198779468534,-1.0",219,257,331,114,"0.3000437839717358,0.34032750492681907,0.6478023910819077",257,"1.0,-0.20149881210311282,-0.6002331830476271",29,11,1.0934206997044384
