n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
11,Prioritise2,2,cross,triangle,square,circle,"0.15891936573799903,0.3831804895186659,0.5999565135488085","1.0,-0.2784883645829067,-0.04031082501765193","1.0,-0.29111130123666484,-0.15686324257888173","0.4819850074232215,0.2784837623913883,0.6721002952002628",247,353,1,269,"1.0,-0.29111130123666484,-0.15686324257888173",1,116
12,Prioritise2,1,square,cross,circle,triangle,"-0.1552691192795369,0.47984650043174004,0.22253130766167373","0.35968141037855483,0.3209804608831912,0.6599831247203418","-0.03665861455697994,0.4386499069954206,0.4655003413302212","-0.11850987372908683,0.4637398184337027,0.34737226103556385",209,261,230,219,"0.35968141037855483,0.3209804608831912,0.6599831247203418",261,296
13,NoPrioritise,3,cross,circle,square,triangle,"0.8602068900008202,0.11507220116757,0.6052161878467197","0.4864131283203974,0.38292092452220805,-1.0","1.0,0.07402842417913646,-1.0","0.09948789533259128,0.47503830359136323,-0.601955130836429",294,122,67,158,"0.09948789533259128,0.47503830359136323,-0.601955130836429",158,277
14,Prioritise3,2,cross,triangle,circle,square,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681","0.4051864188365102,0.30563705046778256,0.6664498358678796","1.0,-0.2583995670372059,-0.4160170008955538","0.6765582342033039,0.31440040312493167,-1.0",187,264,18,106,"1.0,-0.2583995670372059,-0.4160170008955538",18,21
15,Prioritise3,2,circle,cross,triangle,square,"1.0,-0.16655302622891022,0.25673909055504174","0.1184165720364383,0.4719787961363635,-0.6454646836219573","0.002753009035762144,0.42748599986642954,0.5027340537090634","0.9229356114863154,0.19699631777014193,-1.0",331,156,234,85,"0.002753009035762144,0.42748599986642954,0.5027340537090634",234,34
16,NoPrioritise,1,square,circle,cross,triangle,"0.40522526965537775,0.4073086888830977,-1.0","0.06286533759988822,0.4804846395944975,-0.5215000541421746","0.22896995211020998,0.45101907426419996,-1.0","0.4511598862406949,0.28958122135142217,0.6706112376461497",129,162,145,267,"0.06286533759988822,0.4804846395944975,-0.5215000541421746",162,53
17,Prioritise2,1,circle,cross,triangle,square,"-0.03545149328753128,0.4915787209123279,-0.3069086161051545","1.0,-0.28545618498147696,-0.27665271730440133","1.0,-0.10844910144201803,0.3519141850209708","0.32969209843730707,0.3308126345090221,0.6543985772501693",174,9,323,259,"1.0,-0.28545618498147696,-0.27665271730440133",9,310
18,Prioritise2,2,square,circle,triangle,cross,"1.0,-0.09100024043058197,-1.0","0.1774490411200258,0.4614263698132157,-0.8044096137074778","0.6407010103455535,0.32862970770224886,-1.0","0.7123805921607476,0.2995277721370815,-1.0",45,150,109,103,"0.6407010103455535,0.32862970770224886,-1.0",109,168
19,Prioritise3,3,circle,square,triangle,cross,"0.15891936573799903,0.3831804895186659,0.5999565135488085","0.04521328814621106,0.4828757040428189,-0.4835461552047625","0.5438403016684124,0.25535465854340766,0.6719910833849003","0.18759316868675757,0.45946387343509576,-0.8398972692549822",247,164,273,149,"0.18759316868675757,0.45946387343509576,-0.8398972692549822",149,205
20,Prioritise2,1,circle,triangle,cross,square,"0.8458569493622168,0.12238552790175761,0.6108291411981881","1.0,-0.18672585607811276,0.21894575397790916","1.0,-0.176090722701999,-0.6762956704638035","1.0,-0.2133971103908915,-0.5647212078646006",293,334,33,27,"1.0,-0.18672585607811276,0.21894575397790916",334,179
21,Prioritise3,1,square,circle,cross,triangle,"1.0,-0.2117453636986133,0.16700499532847024","0.9439739668489959,0.07017173146500566,0.5667550331301558","1.0,-0.0855518419522695,0.38524161028667625","1.0,-0.14892208927791584,-0.7642951287839744",338,300,320,37,"0.9439739668489959,0.07017173146500566,0.5667550331301558",300,175
22,NoPrioritise,2,cross,triangle,square,circle,"0.6287517000804042,0.333230015934751,-1.0","1.0,0.022205290041545256,-1.0","0.0809641014742315,0.4778728517952051,-0.560834903418019","1.0,-0.2810383691272422,-0.05469022987079308",110,60,160,354,"0.0809641014742315,0.4778728517952051,-0.560834903418019",160,339
23,Prioritise3,1,triangle,square,cross,circle,"-0.07115460775268467,0.4487065849390661,0.42510855757080535","1.0,-0.1801231371030828,0.23165973332613699","0.03656203285471027,0.4839890544285097,-0.46499532916065","0.3446475566939091,0.32593623267112437,0.6573177271493604",226,333,165,260,"1.0,-0.1801231371030828,0.23165973332613699",333,299
24,Prioritise2,2,triangle,square,cross,circle,"0.8886984490493344,0.21562474761751438,-1.0","-0.03665861455697994,0.4386499069954206,0.4655003413302212","0.07004997715874661,0.40859431628906884,0.5522929170622126","1.0,-0.2784883645829067,-0.04031082501765193",88,230,240,353,"0.07004997715874661,0.40859431628906884,0.5522929170622126",240,82
25,Prioritise2,3,square,cross,circle,triangle,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681","1.0,-0.030699357614306977,-1.0","0.4981526525436166,0.3791643150394166,-1.0","0.07004997715874661,0.40859431628906884,0.5522929170622126",187,53,121,240,"0.07004997715874661,0.40859431628906884,0.5522929170622126",240,243
26,Prioritise3,1,square,cross,triangle,circle,"1.0,-0.15254529173699993,0.2813312795320311","1.0,-0.2905679542092485,-0.21635494529981825","0.9342399836420399,0.1906568045828605,-1.0","-0.1160886962144162,0.49493957268076216,-0.09618366371381681",329,5,84,187,"1.0,-0.2905679542092485,-0.21635494529981825",5,31
27,Prioritise3,0,circle,cross,triangle,square,"0.2419946445565604,0.35840841428502257,0.6316066564714324","1.0,-0.2583995670372059,-0.4160170008955538","-0.03545149328753128,0.4915787209123279,-0.3069086161051545","-0.020427730643879483,0.49026716567376205,-0.3409363637973366",253,18,174,172,"0.2419946445565604,0.35840841428502257,0.6316066564714324",253,219
28,Prioritise4,3,circle,square,cross,triangle,"0.6287517000804042,0.333230015934751,-1.0","0.4819850074232215,0.2784837623913883,0.6721002952002628","1.0,-0.2541916545294901,-0.43193236346031305","0.25011230249462657,0.4464347244570299,-1.0",110,269,19,143,"0.25011230249462657,0.4464347244570299,-1.0",143,353
29,Prioritise1,1,circle,cross,square,triangle,"1.0,-0.28704790815198966,-0.09816451385922986","0.17237529551869346,0.3792456671279014,0.6058334931269098","1.0,-0.24513616553833184,-0.4641238358039159","0.8885895249151152,0.10029123080933622,0.593298310174416",357,248,21,296,"0.17237529551869346,0.3792456671279014,0.6058334931269098",248,77
30,Prioritise4,3,circle,triangle,cross,square,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785","1.0,-0.1694459751095364,-0.6968170409133772","0.1774490411200258,0.4614263698132157,-0.8044096137074778","0.7874973343482179,0.15108074255601633,0.6309286527694675",179,34,150,289,"0.7874973343482179,0.15108074255601633,0.6309286527694675",289,119
31,Prioritise1,1,triangle,square,cross,circle,"0.3485477954945324,0.4227267056127266,-1.0","-0.15971287347422924,0.4846106035432911,0.16864202556096686","-0.10043403746491275,0.49495767021285575,-0.14337977127983403","1.0,-0.23006636068103248,-0.5135224369802548",134,205,184,24,"-0.15971287347422924,0.4846106035432911,0.16864202556096686",205,137
32,Prioritise2,3,circle,square,triangle,cross,"0.14752787305018233,0.4669625621869047,-0.7174796825499677","0.7726890832158932,0.15810653737494773,0.6353563968956581","1.0,-0.176090722701999,-0.6762956704638035","0.3485477954945324,0.4227267056127266,-1.0",153,288,33,134,"0.3485477954945324,0.4227267056127266,-1.0",134,193
33,Prioritise2,1,square,circle,triangle,cross,"-0.1415152911985038,0.4725588943334964,0.2868282896334675","1.0,-0.2812391217555803,-0.30713162009795525","-0.045760705841983884,0.4412666063320212,0.45569155140365925","0.8307090529045498,0.2453327610063578,-1.0",214,11,229,93,"1.0,-0.2812391217555803,-0.30713162009795525",11,271
34,Prioritise4,2,triangle,circle,square,cross,"-0.13746749759655974,0.49384364036211803,-0.01935357496354817","0.35968141037855483,0.3209804608831912,0.6599831247203418","0.8656291340184048,0.2277117481201254,-1.0","1.0,-0.17339639938985352,0.2442586263282529",192,261,90,332,"0.8656291340184048,0.2277117481201254,-1.0",90,55
35,Prioritise3,1,square,triangle,cross,circle,"0.8744524420551003,0.1077067653533772,0.5993718879433354","1.0,-0.291416597096681,-0.18651092035548889","0.9303101871846857,0.07776559495072588,0.5737236459068971","1.0,-0.030699357614306977,-1.0",295,3,299,53,"1.0,-0.291416597096681,-0.18651092035548889",3,354
36,Prioritise1,3,square,circle,cross,triangle,"1.0,-0.2787294505909397,-0.3224626175099854","1.0,-0.04666697700988032,0.4375655321668761","-0.137653653553384,0.47091943313012696,0.2992494234533911","0.45139045294854396,0.393779284417197,-1.0",12,315,215,125,"0.45139045294854396,0.393779284417197,-1.0",125,43
37,Prioritise1,2,circle,triangle,square,cross,"1.0,0.04460337025072447,-1.0","0.9001622899209403,0.20948101299508481,-1.0","0.9165223056430671,0.08531838961047389,0.5804719469242157","-0.15936350859590664,0.487578374203653,0.1269149288768463",63,87,298,202,"0.9165223056430671,0.08531838961047389,0.5804719469242157",298,194
38,Prioritise2,2,circle,cross,square,triangle,"0.02803139784776887,0.4850479085911541,-0.44669070010662637","0.07186027412725471,0.47920645949573504,-0.5409731165987569","0.3000437839717358,0.34032750492681907,0.6478023910819077","0.13253781604398185,0.3908200528647623,0.5874938236427092",166,161,257,245,"0.3000437839717358,0.34032750492681907,0.6478023910819077",257,113
39,Prioritise1,1,square,circle,cross,triangle,"1.0,-0.27567226916307197,-0.025990342729996674","1.0,-0.2117453636986133,0.16700499532847024","-0.15425303278284086,0.49074605836511664,0.06966808771232391","-0.1442047673080774,0.4930289775224417,0.010718955352132964",352,338,198,194,"1.0,-0.2117453636986133,0.16700499532847024",338,327
40,Prioritise3,3,triangle,square,circle,cross,"0.8423878648894922,0.2395276862660105,-1.0","1.0,0.016090771115826907,0.5120159997035829","1.0,-0.29113614091237483,-0.20140827106110581","-0.1582066093163167,0.48234509352938293,0.19584550247902222",92,307,4,207,"-0.1582066093163167,0.48234509352938293,0.19584550247902222",207,31
41,NoPrioritise,1,triangle,square,circle,cross,"-0.15971287347422924,0.4846106035432911,0.16864202556096686","0.1456375685133382,0.387038501124352,0.5938426811268567","1.0,-0.2885749142137033,-0.24639910949319843","1.0,0.008268781307839035,0.5033766660072689",205,246,7,308,"0.1456375685133382,0.387038501124352,0.5938426811268567",246,30
42,Prioritise4,2,cross,triangle,square,circle,"1.0,-0.24425036060701033,0.08619108045783674","1.0,-0.14190666083918357,-0.7896703829265752","0.29323185337982705,0.4365272844863326,-1.0","0.9439739668489959,0.07017173146500566,0.5667550331301558",344,38,139,300,"0.29323185337982705,0.4365272844863326,-1.0",139,171
43,Prioritise2,1,cross,triangle,circle,square,"0.03656203285471027,0.4839890544285097,-0.46499532916065","1.0,-0.18672585607811276,0.21894575397790916","1.0,-0.289651960671372,-0.12741280502186536","1.0,-0.03828278687151976,-1.0",165,334,359,52,"1.0,-0.18672585607811276,0.21894575397790916",334,302
44,Prioritise4,0,cross,circle,square,triangle,"0.28536486694739915,0.3449661378960809,0.6441272460635925","0.2081252941518954,0.4553611512282272,-0.9356957589344492","0.2081252941518954,0.4553611512282272,-0.9356957589344492","1.0,-0.2288330890480459,0.12700076968242469",256,147,147,341,"0.28536486694739915,0.3449661378960809,0.6441272460635925",256,27
45,Prioritise3,0,triangle,cross,circle,square,"1.0,-0.07783297952557244,0.3960373748090056","0.1673887875274096,0.46333008938060627,-0.7729226224565875","0.8072476110492377,0.25673500061136667,-1.0","0.10691635848548953,0.39815526341168916,0.5740986907036785",319,151,95,243,"1.0,-0.07783297952557244,0.3960373748090056",319,187
46,Prioritise1,2,square,triangle,cross,circle,"0.6517915958318632,0.21196052870658733,0.661939301509457","-0.15087465470231598,0.47711162872615454,0.24867635980838454","-0.045760705841983884,0.4412666063320212,0.45569155140365925","0.8189948021797893,0.2510686603392729,-1.0",280,211,229,94,"-0.045760705841983884,0.4412666063320212,0.45569155140365925",229,166
47,Prioritise1,2,square,cross,triangle,circle,"0.22896995211020998,0.45101907426419996,-1.0","1.0,-0.1159761024614836,0.3405028198215041","1.0,-0.0855518419522695,0.38524161028667625","-0.12085421394465079,0.49482727509491764,-0.08063336981743141",145,324,320,188,"1.0,-0.0855518419522695,0.38524161028667625",320,206
48,NoPrioritise,1,cross,square,triangle,circle,"0.6670955436242052,0.20546863097446266,0.6594879335101997","1.0,0.05938674364207741,-1.0","0.557247182986663,0.35934004439537626,-1.0","0.6646065852612066,0.3192149609683923,-1.0",281,65,116,107,"1.0,0.05938674364207741,-1.0",65,103
49,NoPrioritise,0,cross,triangle,square,circle,"-0.007535811164553707,0.4303825516742039,0.4937312314227156","1.0,-0.07783297952557244,0.3960373748090056","1.0,0.01469043779870538,-1.0","0.046610568850004475,0.4151827959781793,0.5366388806382334",233,319,59,238,"-0.007535811164553707,0.4303825516742039,0.4937312314227156",233,248
50,NoPrioritise,2,cross,triangle,circle,square,"0.21850949126575658,0.4532202130288874,-0.9933869065076532","1.0,0.08129056571751603,-1.0","0.45139045294854396,0.393779284417197,-1.0","1.0,-0.18672585607811276,0.21894575397790916",146,68,125,334,"0.45139045294854396,0.393779284417197,-1.0",125,59
51,Prioritise1,1,triangle,cross,square,circle,"-0.12881863109484093,0.46745492896353924,0.32362925960524147","-0.02724900693809007,0.43596400275120595,0.47511170232003863","0.7954699681646173,0.26233143705175754,-1.0","1.0,-0.22467733398512213,-0.5303566464837048",217,231,96,25,"-0.02724900693809007,0.43596400275120595,0.47511170232003863",231,141
52,NoPrioritise,2,square,triangle,cross,circle,"0.2081252941518954,0.4553611512282272,-0.9356957589344492","0.9439739668489959,0.07017173146500566,0.5667550331301558","0.19781922438295352,0.4574422518266765,-0.8818361039644314","1.0,0.04460337025072447,-1.0",147,300,148,63,"0.19781922438295352,0.4574422518266765,-0.8818361039644314",148,149
53,NoPrioritise,3,square,triangle,circle,cross,"1.0,-0.1453950522675579,0.29343624696038684","1.0,-0.2117453636986133,0.16700499532847024","0.38995744222104256,0.31083082350540914,0.6645497918058341","1.0,-0.2117453636986133,0.16700499532847024",328,338,263,338,"1.0,-0.2117453636986133,0.16700499532847024",338,73
54,Prioritise4,0,triangle,square,circle,cross,"0.23950483221035568,0.4487573681220651,-1.0","-0.137653653553384,0.47091943313012696,0.2992494234533911","0.058211064666331636,0.41192535001918484,0.5445760826660213","1.0,-0.23930972970484676,0.09987881270213972",144,215,239,343,"0.23950483221035568,0.4487573681220651,-1.0",144,185
55,Prioritise3,3,square,triangle,cross,circle,"0.19977821842497323,0.3711442763159587,0.6168699381761522","0.8602068900008202,0.11507220116757,0.6052161878467197","0.9454860823634645,0.18425356693025585,-1.0","-0.15691856372514257,0.4811251279442219,0.20925454252068332",250,294,83,208,"-0.15691856372514257,0.4811251279442219,0.20925454252068332",208,74
56,Prioritise4,1,circle,triangle,cross,square,"1.0,-0.02312336799965975,0.46688363802432176","0.09441071644993482,0.40170970408167506,0.5670564126145141","1.0,-0.176090722701999,-0.6762956704638035","1.0,-0.28545618498147696,-0.27665271730440133",312,242,33,9,"0.09441071644993482,0.40170970408167506,0.5670564126145141",242,323
57,Prioritise4,0,circle,triangle,square,cross,"0.6210691465439071,0.22472865664823272,0.6660842894513506","0.15891936573799903,0.3831804895186659,0.5999565135488085","0.43579397082986615,0.29501209376045523,0.6694809165992386","0.9165223056430671,0.08531838961047389,0.5804719469242157",278,247,266,298,"0.6210691465439071,0.22472865664823272,0.6660842894513506",278,72
58,Prioritise1,1,cross,square,circle,triangle,"1.0,-0.06852917744512788,-1.0","1.0,-0.007413941176475647,0.4855113905503705","0.7726890832158932,0.15810653737494773,0.6353563968956581","0.2419946445565604,0.35840841428502257,0.6316066564714324",48,310,288,253,"1.0,-0.007413941176475647,0.4855113905503705",310,156
59,Prioritise2,2,square,cross,circle,triangle,"0.35968141037855483,0.3209804608831912,0.6599831247203418","1.0,-0.2905255226561695,-0.14211314919909668","1.0,-0.1453950522675579,0.29343624696038684","0.6517915958318632,0.21196052870658733,0.661939301509457",261,0,328,280,"1.0,-0.1453950522675579,0.29343624696038684",328,144
60,Prioritise3,2,triangle,cross,square,circle,"1.0,-0.25779156666188097,0.04465505589445962","-0.14500574250124976,0.47413711311303364,0.2742570559677715","1.0,-0.030699357614306977,-1.0","-0.004817967995419115,0.4887422579776717,-0.37551595656205394",347,213,53,170,"1.0,-0.030699357614306977,-1.0",53,134
61,Prioritise2,0,triangle,cross,circle,square,"1.0,-0.1801231371030828,0.23165973332613699","0.5283655398475315,0.26125276704655587,0.6724040666408482","0.3446475566939091,0.32593623267112437,0.6573177271493604","0.12802681261339854,0.47036395437091305,-0.6683938146358337",333,272,260,155,"1.0,-0.1801231371030828,0.23165973332613699",333,324
62,Prioritise3,0,cross,circle,triangle,square,"0.8423878648894922,0.2395276862660105,-1.0","0.4051864188365102,0.30563705046778256,0.6664498358678796","1.0,-0.17339639938985352,0.2442586263282529","-0.03545149328753128,0.4915787209123279,-0.3069086161051545",92,264,332,174,"0.8423878648894922,0.2395276862660105,-1.0",92,11
63,NoPrioritise,1,cross,circle,square,triangle,"0.6048714455845987,0.34221696469187823,-1.0","1.0,0.031678509722878445,0.528693730626498","1.0,-0.045861603138592666,-1.0","0.2607905457923898,0.44405077031286466,-1.0",112,305,51,142,"1.0,0.031678509722878445,0.528693730626498",305,158
64,NoPrioritise,2,triangle,circle,square,cross,"1.0,-0.16655302622891022,0.25673909055504174","0.3262451978832188,0.42843842117143094,-1.0","0.8022226392771252,0.14399413187212562,0.6262603189685363","1.0,-0.176090722701999,-0.6762956704638035",331,136,290,33,"0.8022226392771252,0.14399413187212562,0.6262603189685363",290,220
65,NoPrioritise,1,circle,cross,triangle,square,"-0.1415152911985038,0.4725588943334964,0.2868282896334675","1.0,-0.08353952619481586,-1.0","1.0,-0.2759589912597996,-0.3378595329546661","1.0,-0.24513616553833184,-0.4641238358039159",214,46,13,21,"1.0,-0.08353952619481586,-1.0",46,80
66,Prioritise3,2,circle,triangle,square,cross,"1.0,0.01469043779870538,-1.0","1.0,-0.07007995956776203,0.4066709204115653","1.0,-0.20149881210311282,-0.6002331830476271","1.0,-0.10086551076024819,0.3631766774585774",59,318,29,322,"1.0,-0.20149881210311282,-0.6002331830476271",29,123
67,Prioritise2,3,cross,triangle,circle,square,"0.9026141269879491,0.09282770385166228,0.5869975937203944","0.15741439024530024,0.4651753747362595,-0.7441898531558468","0.6056610145008174,0.2310032177113197,0.6677762187869551","1.0,-0.08353952619481586,-1.0",297,152,277,46,"1.0,-0.08353952619481586,-1.0",46,291
68,Prioritise2,2,square,triangle,circle,cross,"0.04521328814621106,0.4828757040428189,-0.4835461552047625","1.0,-0.21911833444213913,-0.5474132739956148","1.0,-0.24425036060701033,0.08619108045783674","1.0,-0.24030349193845646,-0.4804258498410512",164,26,344,22,"1.0,-0.24425036060701033,0.08619108045783674",344,290
69,NoPrioritise,3,circle,cross,square,triangle,"-0.06359610428535867,0.4935649245563736,-0.24027710533734647","1.0,0.007155954649565421,-1.0","0.5691306813430501,0.3551652128948415,-1.0","1.0,0.14454808295369936,-1.0",178,58,115,77,"1.0,0.14454808295369936,-1.0",77,229
70,Prioritise3,3,triangle,cross,square,circle,"0.12802681261339854,0.47036395437091305,-0.6683938146358337","0.28536486694739915,0.3449661378960809,0.6441272460635925","0.1377313063497616,0.46869198128419454,-0.6923217342230605","1.0,0.023895135487088437,0.520455959599228",155,256,154,306,"1.0,0.023895135487088437,0.520455959599228",306,276
71,Prioritise3,0,circle,cross,square,triangle,"0.6048714455845987,0.34221696469187823,-1.0","1.0,-0.053431764767480794,-1.0","-0.06359610428535867,0.4935649245563736,-0.24027710533734647","0.0809641014742315,0.4778728517952051,-0.560834903418019",112,50,178,160,"0.6048714455845987,0.34221696469187823,-1.0",112,299
72,NoPrioritise,2,cross,circle,triangle,square,"-0.12538192785381974,0.49466166942996614,-0.0651744334368548","0.9229356114863154,0.19699631777014193,-1.0","0.10691635848548953,0.39815526341168916,0.5740986907036785","1.0,0.022205290041545256,-1.0",189,85,243,60,"0.10691635848548953,0.39815526341168916,0.5740986907036785",243,227
73,Prioritise3,1,circle,square,cross,triangle,"1.0,0.10990102188412854,-1.0","1.0,0.016090771115826907,0.5120159997035829","-0.137653653553384,0.47091943313012696,0.2992494234533911","1.0,0.14454808295369936,-1.0",72,307,215,77,"1.0,0.016090771115826907,0.5120159997035829",307,318
74,Prioritise2,1,square,triangle,cross,circle,"0.7243026375027783,0.2944273290124073,-1.0","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","0.7954699681646173,0.26233143705175754,-1.0","1.0,-0.19533700364355222,-0.6185256211936343",102,179,96,30,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785",179,150
75,NoPrioritise,0,square,circle,cross,triangle,"0.9342399836420399,0.1906568045828605,-1.0","0.9303101871846857,0.07776559495072588,0.5737236459068971","-0.10032491436032498,0.45768874039972984,0.3817396096664756","0.8307090529045498,0.2453327610063578,-1.0",84,299,222,93,"0.9342399836420399,0.1906568045828605,-1.0",84,276
76,Prioritise1,1,triangle,circle,square,cross,"-0.15936350859590664,0.487578374203653,0.1269149288768463","0.19781922438295352,0.4574422518266765,-0.8818361039644314","0.2823521228309567,0.4390974279014652,-1.0","-0.14097292288545527,0.4934633616179327,-0.004268922352566595",202,148,140,193,"0.19781922438295352,0.4574422518266765,-0.8818361039644314",148,94
77,Prioritise1,0,square,triangle,circle,cross,"1.0,-0.1558548551326704,-0.7405909184559469","1.0,-0.289651960671372,-0.12741280502186536","0.38995744222104256,0.31083082350540914,0.6645497918058341","0.9575099088241161,0.0625393185362546,0.5595685159060846",36,359,263,301,"1.0,-0.1558548551326704,-0.7405909184559469",36,57
78,Prioritise4,1,cross,circle,triangle,square,"0.35978173682339754,0.41977397962065344,-1.0","-0.1160886962144162,0.49493957268076216,-0.09618366371381681","0.6517915958318632,0.21196052870658733,0.661939301509457","1.0,-0.03882752461224859,0.44751763152896373",133,187,280,314,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681",187,238
79,Prioritise2,2,square,circle,triangle,cross,"0.2563330525591274,0.3540064263668754,0.6360281906414551","1.0,-0.27567226916307197,-0.025990342729996674","0.5810306884554026,0.3509198779468534,-1.0","0.8423878648894922,0.2395276862660105,-1.0",254,352,114,92,"0.5810306884554026,0.3509198779468534,-1.0",114,327
80,Prioritise4,2,cross,triangle,circle,square,"1.0,-0.03828278687151976,-1.0","1.0,-0.2810383691272422,-0.05469022987079308","-0.1160886962144162,0.49493957268076216,-0.09618366371381681","0.09441071644993482,0.40170970408167506,0.5670564126145141",52,354,187,242,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681",187,228
81,NoPrioritise,1,circle,square,triangle,cross,"1.0,-0.21761393967782516,0.1537648375256555","1.0,-0.2905255226561695,-0.14211314919909668","-0.10674528321075638,0.4597702151299572,0.3704541436797111","1.0,-0.2288330890480459,0.12700076968242469",339,0,221,341,"1.0,-0.2905255226561695,-0.14211314919909668",0,91
82,Prioritise4,3,triangle,circle,square,cross,"0.3373683384989987,0.425614728337375,-1.0","0.0809641014742315,0.4778728517952051,-0.560834903418019","0.38240568475417525,0.4136729392938614,-1.0","1.0,-0.10844910144201803,0.3519141850209708",135,160,131,323,"1.0,-0.10844910144201803,0.3519141850209708",323,352
83,Prioritise1,0,triangle,circle,cross,square,"1.0,-0.2696580629443429,-0.3688697412252795","1.0,0.0520116041796701,-1.0","-0.14981892062729885,0.491997057231198,0.04039774195876733","1.0,-0.22467733398512213,-0.5303566464837048",15,64,196,25,"1.0,-0.2696580629443429,-0.3688697412252795",15,226
84,NoPrioritise,2,triangle,square,cross,circle,"0.8744524420551003,0.1077067653533772,0.5993718879433354","0.2563330525591274,0.3540064263668754,0.6360281906414551","0.046610568850004475,0.4151827959781793,0.5366388806382334","1.0,0.029697581538389972,-1.0",295,254,238,61,"0.046610568850004475,0.4151827959781793,0.5366388806382334",238,288
85,Prioritise2,0,square,circle,triangle,cross,"0.3937919637711429,0.41052389502637143,-1.0","1.0,-0.17339639938985352,0.2442586263282529","1.0,-0.27567226916307197,-0.025990342729996674","1.0,-0.27567226916307197,-0.025990342729996674",130,332,352,352,"0.3937919637711429,0.41052389502637143,-1.0",130,317
86,Prioritise4,2,cross,square,triangle,circle,"1.0,0.008268781307839035,0.5033766660072689","1.0,-0.09842467873037941,-1.0","1.0,-0.266139671692747,-0.3844942650329082","-0.13746749759655974,0.49384364036211803,-0.01935357496354817",308,44,16,192,"1.0,-0.266139671692747,-0.3844942650329082",16,109
