n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
19,Prioritise1,0,circle,cross,square,triangle,"0.9026141269879491,0.09282770385166228,0.5869975937203944","0.47470490157818523,0.38660875671905104,-1.0","0.4665589352747248,0.2840716923699367,0.6714844115718321","1.0,0.14454808295369936,-1.0",297,123,268,77,"0.9026141269879491,0.09282770385166228,0.5869975937203944",297,88
20,NoPrioritise,3,cross,square,circle,triangle,"-0.15857178695416452,0.48845422840718666,0.1127707600476957","0.4864131283203974,0.38292092452220805,-1.0","0.1774490411200258,0.4614263698132157,-0.8044096137074778","1.0,-0.176090722701999,-0.6762956704638035",201,122,150,33,"1.0,-0.176090722701999,-0.6762956704638035",33,181
21,Prioritise4,1,cross,square,circle,triangle,"1.0,-0.1801231371030828,0.23165973332613699","1.0,-0.28545618498147696,-0.27665271730440133","-0.15857178695416452,0.48845422840718666,0.1127707600476957","0.04661056885000425,0.4151827959781793,0.5366388806382338",333,9,201,238,"1.0,-0.28545618498147696,-0.27665271730440133",9,328
22,Prioritise3,3,cross,square,circle,triangle,"0.8189948021797893,0.2510686603392729,-1.0","1.0,-0.1558548551326704,-0.7405909184559469","-0.14500574250124976,0.47413711311303364,0.2742570559677715","1.0,-0.2905679542092485,-0.21635494529981825",94,36,213,5,"1.0,-0.2905679542092485,-0.21635494529981825",5,349
23,NoPrioritise,0,circle,square,cross,triangle,"0.10691635848548953,0.39815526341168916,0.5740986907036785","-0.14981892062729885,0.491997057231198,0.04039774195876733","1.0,-0.2810383691272422,-0.05469022987079308","1.0,0.022205290041545256,-1.0",243,196,354,60,"0.10691635848548953,0.39815526341168916,0.5740986907036785",243,170
24,Prioritise3,0,square,triangle,circle,cross,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096","1.0,0.1513135807267587,-1.0","0.7481042841002781,0.28401253410301863,-1.0","0.18759316868675757,0.45946387343509576,-0.8398972692549822",182,78,100,149,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096",182,346
25,NoPrioritise,3,circle,cross,triangle,square,"-0.0789607698268403,0.4510515800167316,0.41453817725242015","1.0,0.008268781307839035,0.5033766660072689","1.0,-0.28849207683894174,-0.11276294357485506","0.6765582342033039,0.31440040312493167,-1.0",225,308,358,106,"0.6765582342033039,0.31440040312493167,-1.0",106,255
26,Prioritise1,2,circle,square,cross,triangle,"1.0,-0.266139671692747,-0.3844942650329082","0.41670369996421397,0.40402696808005323,-1.0","-0.14500574250124976,0.47413711311303364,0.2742570559677715","0.024156992038590452,0.42147876676365525,0.5201127943356356",16,128,213,236,"-0.14500574250124976,0.47413711311303364,0.2742570559677715",213,193
27,Prioritise1,3,square,triangle,cross,circle,"0.8072476110492377,0.25673500061136667,-1.0","1.0,-0.0932311933171065,0.374286934875081","0.4204673865307198,0.3003640950728248,0.6680936776579738","-0.10043403746491275,0.49495767021285575,-0.14337977127983403",95,321,265,184,"-0.10043403746491275,0.49495767021285575,-0.14337977127983403",184,58
28,NoPrioritise,1,triangle,circle,cross,square,"0.04661056885000425,0.4151827959781793,0.5366388806382338","1.0,-0.2117453636986133,0.16700499532847024","-0.1598212484830719,0.4866460428277808,0.1409432704458322","-0.0889322071979689,0.49470485377678974,-0.17530036558846096",238,338,203,182,"1.0,-0.2117453636986133,0.16700499532847024",338,101
29,Prioritise2,3,triangle,cross,square,circle,"1.0,0.022205290041545256,-1.0","0.45139045294854396,0.393779284417197,-1.0","-0.10674528321075638,0.4597702151299572,0.3704541436797111","0.38995744222104256,0.31083082350540914,0.6645497918058341",60,125,221,263,"0.38995744222104256,0.31083082350540914,0.6645497918058341",263,105
30,Prioritise4,2,triangle,circle,cross,square,"0.1456375685133382,0.387038501124352,0.5938426811268567","0.7127176267031001,0.18557291042394586,0.6506302425082333","0.47470490157818523,0.38660875671905104,-1.0","-0.137653653553384,0.47091943313012696,0.2992494234533911",246,284,123,215,"0.47470490157818523,0.38660875671905104,-1.0",123,141
31,Prioritise2,2,triangle,square,circle,cross,"-0.1334211421392112,0.46921826779504494,0.31151742599586085","1.0,-0.09100024043058197,-1.0","1.0,-0.21761393967782516,0.1537648375256555","-0.07020697204541848,0.49392917223661503,-0.22388609625324785",216,45,339,179,"1.0,-0.21761393967782516,0.1537648375256555",339,155
32,Prioritise2,1,circle,cross,square,triangle,"0.4665589352747248,0.2840716923699367,0.6714844115718321","-0.11109230792064029,0.494998675286374,-0.11182488810932678","1.0,-0.2810383691272422,-0.05469022987079308","0.8307090529045498,0.2453327610063578,-1.0",268,186,354,93,"-0.11109230792064029,0.494998675286374,-0.11182488810932678",186,197
33,NoPrioritise,1,cross,circle,triangle,square,"0.07186027412725471,0.47920645949573504,-0.5409731165987569","0.6646065852612066,0.3192149609683923,-1.0","-0.14981892062729885,0.491997057231198,0.04039774195876733","0.17237529551869346,0.3792456671279014,0.6058334931269098",161,107,196,248,"0.6646065852612066,0.3192149609683923,-1.0",107,107
34,Prioritise1,1,square,circle,triangle,cross,"1.0,-0.007413941176475647,0.4855113905503705","0.8022226392771252,0.14399413187212562,0.6262603189685363","0.21850949126575658,0.4532202130288874,-0.9933869065076532","-0.15425303278284086,0.49074605836511664,0.06966808771232391",310,290,146,198,"0.8022226392771252,0.14399413187212562,0.6262603189685363",290,133
35,Prioritise4,0,triangle,circle,cross,square,"0.5691306813430501,0.3551652128948415,-1.0","1.0,0.1377261376429495,-1.0","-0.12085421394465079,0.49482727509491764,-0.08063336981743141","0.23950483221035568,0.4487573681220651,-1.0",115,76,188,144,"0.5691306813430501,0.3551652128948415,-1.0",115,38
36,Prioritise1,1,triangle,square,cross,circle,"0.1673887875274096,0.46333008938060627,-0.7729226224565875","1.0,-0.2583995670372059,-0.4160170008955538","1.0,-0.0855518419522695,0.38524161028667625","0.04661056885000425,0.4151827959781793,0.5366388806382338",151,18,320,238,"1.0,-0.2583995670372059,-0.4160170008955538",18,65
37,Prioritise1,2,triangle,cross,circle,square,"0.22896995211020998,0.45101907426419996,-1.0","0.1456375685133382,0.387038501124352,0.5938426811268567","1.0,-0.18904346603826983,-0.637249894721835","0.6048714455845987,0.34221696469187823,-1.0",145,246,31,112,"1.0,-0.18904346603826983,-0.637249894721835",31,110
38,Prioritise3,2,cross,square,circle,triangle,"1.0,-0.2288330890480459,0.12700076968242469","0.9575099088241161,0.0625393185362546,0.5595685159060846","1.0,-0.2133971103908915,-0.5647212078646006","0.25011230249462657,0.4464347244570299,-1.0",341,301,27,143,"1.0,-0.2133971103908915,-0.5647212078646006",27,108
39,Prioritise2,3,triangle,circle,square,cross,"0.7362113369355152,0.2892555466706437,-1.0","0.4282253351913974,0.40067838587068505,-1.0","0.5128942075651803,0.26707393527284795,0.6725600501236935","0.8314067698500829,0.129644828397681,0.6162087510840306",101,127,271,292,"0.8314067698500829,0.129644828397681,0.6162087510840306",292,258
40,Prioritise3,2,circle,cross,triangle,square,"0.28536486694739915,0.3449661378960809,0.6441272460635925","-0.11850987372908683,0.4637398184337027,0.34737226103556385","0.3262451978832188,0.42843842117143094,-1.0","1.0,-0.291416597096681,-0.18651092035548889",256,219,136,3,"0.3262451978832188,0.42843842117143094,-1.0",136,30
41,Prioritise2,1,square,circle,triangle,cross,"0.18759316868675757,0.45946387343509576,-0.8398972692549822","-0.04273264564935253,0.4921547641531523,-0.29008164886068233","0.013319861281873457,0.4245182348375207,0.5115287599103473","0.9709143462906737,0.05487098646765176,0.5521665648538059",149,175,235,302,"-0.04273264564935253,0.4921547641531523,-0.29008164886068233",175,231
42,Prioritise1,3,square,circle,triangle,cross,"0.002753009035763032,0.42748599986642954,0.5027340537090634","0.6823545184579658,0.19890605819631269,0.6567852503614975","-0.10043403746491275,0.49495767021285575,-0.14337977127983403","0.509921421288337,0.37533864292099284,-1.0",234,282,184,120,"0.509921421288337,0.37533864292099284,-1.0",120,164
43,Prioritise2,1,cross,circle,triangle,square,"0.3937919637711427,0.41052389502637143,-1.0","1.0,0.01469043779870538,-1.0","1.0,-0.0932311933171065,0.374286934875081","0.1673887875274096,0.46333008938060627,-0.7729226224565875",130,59,321,151,"1.0,0.01469043779870538,-1.0",59,255
44,Prioritise4,3,circle,cross,triangle,square,"1.0,-0.015534070910116049,-1.0","0.30417514509994215,0.43389432139899475,-1.0","1.0,-0.26238457869240295,-0.4002073564444957","0.7428418032534498,0.17196979648312705,0.6434837115546581",55,138,17,286,"0.7428418032534498,0.17196979648312705,0.6434837115546581",286,10
45,NoPrioritise,3,triangle,cross,square,circle,"1.0,-0.21761393967782516,0.1537648375256555","0.6048714455845987,0.34221696469187823,-1.0","-0.045760705841983884,0.4412666063320212,0.45569155140365925","0.3446475566939091,0.32593623267112437,0.6573177271493604",339,112,229,260,"0.3446475566939091,0.32593623267112437,0.6573177271493604",260,117
46,Prioritise2,3,square,circle,triangle,cross,"-0.1599394399400429,0.4856569012506431,0.15485318992015062","1.0,0.06672643376273091,-1.0","0.5810306884554026,0.3509198779468534,-1.0","0.6517915958318632,0.21196052870658733,0.661939301509457",204,66,114,280,"0.6517915958318632,0.21196052870658733,0.661939301509457",280,118
47,Prioritise4,1,square,cross,circle,triangle,"0.04521328814621106,0.4828757040428189,-0.4835461552047625","0.31518019558100097,0.43119815975599396,-1.0","0.7243026375027783,0.2944273290124073,-1.0","1.0,0.023895135487088437,0.520455959599228",164,137,102,306,"0.31518019558100097,0.43119815975599396,-1.0",137,147
48,Prioritise2,2,square,triangle,circle,cross,"-0.004817967995419115,0.4887422579776717,-0.37551595656205394","1.0,-0.27293323902243416,-0.35332683897484074","-0.1442047673080774,0.4930289775224417,0.010718955352132964","0.7278119810668549,0.17880451220180715,0.6471802765379799",170,14,194,285,"-0.1442047673080774,0.4930289775224417,0.010718955352132964",194,341
49,Prioritise2,1,triangle,square,circle,cross,"0.002753009035763032,0.42748599986642954,0.5027340537090634","0.5335383805596645,0.36747902832868284,-1.0","-0.1552691192795369,0.47984650043174004,0.22253130766167373","0.6517915958318632,0.21196052870658733,0.661939301509457",234,118,209,280,"0.5335383805596645,0.36747902832868284,-1.0",118,79
50,NoPrioritise,0,square,circle,cross,triangle,"1.0,-0.14892208927791584,-0.7642951287839744","-0.1598212484830719,0.4866460428277808,0.1409432704458322","0.03656203285471027,0.4839890544285097,-0.46499532916065","1.0,-0.2905679542092485,-0.21635494529981825",37,203,165,5,"1.0,-0.14892208927791584,-0.7642951287839744",37,89
51,Prioritise3,3,circle,square,cross,triangle,"0.07004997715874661,0.40859431628906884,0.5522929170622126","0.6364477477613335,0.21838082541010184,0.6641383826852352","1.0,-0.2692625012388049,0.0024658652101630096","1.0,-0.14892208927791584,-0.7642951287839744",240,279,350,37,"1.0,-0.14892208927791584,-0.7642951287839744",37,37
52,NoPrioritise,3,cross,triangle,square,circle,"1.0,-0.02312336799965975,0.4668836380243213","0.8189948021797893,0.2510686603392729,-1.0","-0.1336957186097738,0.49417000388378884,-0.03453353894846056","1.0,-0.2897135245148047,-0.23135156862016248",312,94,191,6,"1.0,-0.2897135245148047,-0.23135156862016248",6,261
53,Prioritise2,3,cross,square,circle,triangle,"-0.1442047673080774,0.4930289775224417,0.010718955352132964","1.0,-0.14892208927791584,-0.7642951287839744","0.7428418032534498,0.17196979648312705,0.6434837115546581","0.18759316868675757,0.45946387343509576,-0.8398972692549822",194,37,286,149,"0.18759316868675757,0.45946387343509576,-0.8398972692549822",149,76
54,Prioritise4,0,square,circle,triangle,cross,"1.0,-0.1558548551326704,-0.7405909184559469","1.0,0.11693500061052231,-1.0","0.41670369996421397,0.40402696808005323,-1.0","0.14752787305018233,0.4669625621869047,-0.7174796825499677",36,73,128,153,"1.0,-0.1558548551326704,-0.7405909184559469",36,79
55,Prioritise2,2,circle,square,triangle,cross,"0.984183681480933,0.0471694796759472,0.544551712303033","0.7836643519746782,0.2678576623980824,-1.0","0.12802681261339854,0.47036395437091305,-0.6683938146358337","1.0,-0.21911833444213913,-0.5474132739956148",303,97,155,26,"0.12802681261339854,0.47036395437091305,-0.6683938146358337",155,11
56,Prioritise4,2,cross,square,circle,triangle,"1.0,-0.20571451687417974,0.18014638001872707","0.23950483221035568,0.4487573681220651,-1.0","1.0,0.14454808295369936,-1.0","1.0,-0.1694459751095364,-0.6968170409133772",337,144,77,34,"1.0,0.14454808295369936,-1.0",77,332
57,Prioritise1,2,square,triangle,cross,circle,"0.6407010103455535,0.32862970770224886,-1.0","-0.004817967995419115,0.4887422579776717,-0.37551595656205394","-0.15971287347422924,0.4846106035432911,0.16864202556096686","1.0,0.11693500061052231,-1.0",109,170,205,73,"-0.15971287347422924,0.4846106035432911,0.16864202556096686",205,110
58,Prioritise1,0,triangle,square,cross,circle,"1.0,-0.09100024043058197,-1.0","1.0,-0.265680167273015,0.01659727634298691","1.0,0.13084904670314157,-1.0","0.4511598862406947,0.28958122135142217,0.6706112376461497",45,349,75,267,"1.0,-0.09100024043058197,-1.0",45,236
59,Prioritise4,0,triangle,square,circle,cross,"0.02803139784776887,0.4850479085911541,-0.44669070010662637","0.7718332302050808,0.2733134055615505,-1.0","0.17237529551869346,0.3792456671279014,0.6058334931269098","1.0,0.06672643376273091,-1.0",166,98,248,66,"0.02803139784776887,0.4850479085911541,-0.44669070010662637",166,208
60,Prioritise3,2,triangle,circle,cross,square,"0.2277843781848521,0.3627318956570289,0.6269388339435948","1.0,-0.223312447401106,0.14042906010430367","1.0,0.031678509722878445,0.528693730626498","0.854028730639278,0.2336538600688729,-1.0",252,340,305,91,"1.0,0.031678509722878445,0.528693730626498",305,49
61,Prioritise2,1,circle,triangle,square,cross,"1.0,-0.14892208927791584,-0.7642951287839744","-0.12881863109484093,0.46745492896353924,0.32362925960524147","1.0,0.023895135487088437,0.520455959599228","1.0,-0.23416809090988489,0.11348302116348141",37,217,306,342,"-0.12881863109484093,0.46745492896353924,0.32362925960524147",217,217
62,Prioritise2,0,cross,triangle,circle,square,"0.03656203285471027,0.4839890544285097,-0.46499532916065","0.11962807502985351,0.3945255124543332,0.5809118383777745","-0.10674528321075638,0.4597702151299572,0.3704541436797111","0.2715377535601935,0.44160513045338035,-1.0",165,244,221,141,"0.03656203285471027,0.4839890544285097,-0.46499532916065",165,16
63,Prioritise1,1,square,circle,triangle,cross,"-0.15425303278284086,0.49074605836511664,0.06966808771232391","1.0,-0.13815640460244194,0.305409278040333","1.0,-0.03828278687151976,-1.0","0.9026141269879491,0.09282770385166228,0.5869975937203944",198,327,52,297,"1.0,-0.13815640460244194,0.305409278040333",327,345
64,Prioritise1,0,triangle,cross,circle,square,"1.0,-0.22467733398512213,-0.5303566464837048","0.09017416231209929,0.4764835565228893,-0.581140049938324","0.30417514509994215,0.43389432139899475,-1.0","0.6526534052453359,0.32395804637990677,-1.0",25,159,138,108,"1.0,-0.22467733398512213,-0.5303566464837048",25,353
65,Prioritise3,0,square,triangle,circle,cross,"0.9342399836420399,0.1906568045828605,-1.0","0.28536486694739915,0.3449661378960809,0.6441272460635925","0.4282253351913974,0.40067838587068505,-1.0","0.697563521415238,0.19227379976898162,0.6538323072937366",84,256,127,283,"0.9342399836420399,0.1906568045828605,-1.0",84,72
66,Prioritise4,3,square,triangle,circle,cross,"1.0,-0.06852917744512788,-1.0","0.6526534052453359,0.32395804637990677,-1.0","1.0,-0.2288330890480459,0.12700076968242469","1.0,-0.291416597096681,-0.18651092035548889",48,108,341,3,"1.0,-0.291416597096681,-0.18651092035548889",3,196
67,Prioritise3,1,square,triangle,circle,cross,"1.0,-0.030978196634575572,0.4572913763932509","0.29323185337982705,0.4365272844863326,-1.0","1.0,-0.08353952619481586,-1.0","1.0,0.09568719202827336,-1.0",313,139,46,70,"0.29323185337982705,0.4365272844863326,-1.0",139,330
68,Prioritise3,3,triangle,circle,square,cross,"0.7836643519746782,0.2678576623980824,-1.0","1.0,-0.2618543528600009,0.0306611530728087","-0.004817967995419115,0.4887422579776717,-0.37551595656205394","1.0,-0.2696580629443429,-0.3688697412252795",97,348,170,15,"1.0,-0.2696580629443429,-0.3688697412252795",15,343
69,NoPrioritise,1,triangle,circle,cross,square,"0.1184165720364383,0.4719787961363635,-0.6454646836219573","1.0,-0.07783297952557244,0.3960373748090056","0.4282253351913974,0.40067838587068505,-1.0","0.6885060196604067,0.3095143481419429,-1.0",156,319,127,105,"1.0,-0.07783297952557244,0.3960373748090056",319,239
70,Prioritise2,2,circle,cross,triangle,square,"0.8022226392771252,0.14399413187212562,0.6262603189685363","0.9229356114863154,0.19699631777014193,-1.0","1.0,-0.24513616553833184,-0.4641238358039159","1.0,-0.2810383691272422,-0.05469022987079308",290,85,21,354,"1.0,-0.24513616553833184,-0.4641238358039159",21,348
71,Prioritise3,0,triangle,square,circle,cross,"1.0,-0.16655302622891022,0.25673909055504174","1.0,0.12391818455152381,-1.0","0.10691635848548953,0.39815526341168916,0.5740986907036785","0.6168077568629242,0.33775906377670717,-1.0",331,74,243,111,"1.0,-0.16655302622891022,0.25673909055504174",331,296
72,NoPrioritise,0,triangle,square,cross,circle,"1.0,-0.24030349193845646,-0.4804258498410512","0.4282253351913974,0.40067838587068505,-1.0","-0.15857178695416452,0.48845422840718666,0.1127707600476957","1.0,0.023895135487088437,0.520455959599228",22,127,201,306,"1.0,-0.24030349193845646,-0.4804258498410512",22,280
73,Prioritise1,0,circle,square,cross,triangle,"0.9898363577373541,0.15802139914365565,-1.0","0.27079222332264496,0.349525727356639,0.6402021298134932","0.10890282843090082,0.4735368131811257,-0.6233623294930688","1.0,-0.15960027999342463,0.2690977661520819",79,255,157,330,"0.9898363577373541,0.15802139914365565,-1.0",79,34
74,Prioritise2,0,square,cross,circle,triangle,"0.19781922438295352,0.4574422518266765,-0.8818361039644314","1.0,-0.07007995956776203,0.4066709204115653","-0.0889322071979689,0.49470485377678974,-0.17530036558846096","0.8168605703912253,0.13684827598857496,0.6213530935889016",148,318,182,291,"0.19781922438295352,0.4574422518266765,-0.8818361039644314",148,180
75,Prioritise3,1,circle,triangle,square,cross,"-0.14981892062729885,0.491997057231198,0.04039774195876733","0.4665589352747248,0.2840716923699367,0.6714844115718321","1.0,-0.20149881210311282,-0.6002331830476271","0.8307090529045498,0.2453327610063578,-1.0",196,268,29,93,"0.4665589352747248,0.2840716923699367,0.6714844115718321",268,273
76,Prioritise4,3,triangle,square,circle,cross,"0.09948789533259128,0.47503830359136323,-0.601955130836429","-0.11280811015512238,0.4617870748317987,0.35899735609320693","0.3446475566939091,0.32593623267112437,0.6573177271493604","-0.08288077159008311,0.49449913405181634,-0.1914000323192474",158,220,260,181,"-0.08288077159008311,0.49449913405181634,-0.1914000323192474",181,71
77,Prioritise1,1,circle,cross,square,triangle,"1.0,-0.2905679542092485,-0.21635494529981825","-0.14097292288545527,0.4934633616179327,-0.004268922352566595","0.07004997715874661,0.40859431628906884,0.5522929170622126","0.7718332302050808,0.2733134055615505,-1.0",5,193,240,98,"-0.14097292288545527,0.4934633616179327,-0.004268922352566595",193,39
78,Prioritise1,2,circle,square,triangle,cross,"0.6765582342033039,0.31440040312493167,-1.0","0.0809641014742315,0.4778728517952051,-0.560834903418019","1.0,-0.18904346603826983,-0.637249894721835","-0.1160886962144162,0.49493957268076216,-0.09618366371381681",106,160,31,187,"1.0,-0.18904346603826983,-0.637249894721835",31,54
79,NoPrioritise,2,square,triangle,cross,circle,"0.8189948021797893,0.2510686603392729,-1.0","-0.0864279937772866,0.4533299305616785,0.40378459741649797","1.0,-0.29111130123666484,-0.15686324257888173","1.0,0.04460337025072447,-1.0",94,224,1,63,"1.0,-0.29111130123666484,-0.15686324257888173",1,271
80,Prioritise1,0,square,cross,triangle,circle,"0.17237529551869346,0.3792456671279014,0.6058334931269098","1.0,0.14454808295369936,-1.0","-0.11850987372908683,0.4637398184337027,0.34737226103556385","-0.12538192785381974,0.49466166942996614,-0.0651744334368548",248,77,219,189,"0.17237529551869346,0.3792456671279014,0.6058334931269098",248,254
81,Prioritise4,0,circle,square,triangle,cross,"-0.09478536258948067,0.49485771099788134,-0.15929400236046964","0.557247182986663,0.35934004439537626,-1.0","0.2277843781848521,0.3627318956570289,0.6269388339435948","-0.06301515924349677,0.44629443292921844,0.43549282839157066",183,116,252,227,"-0.09478536258948067,0.49485771099788134,-0.15929400236046964",183,308
82,Prioritise3,1,cross,square,triangle,circle,"0.1673887875274096,0.46333008938060627,-0.7729226224565875","1.0,-0.29113614091237483,-0.20140827106110581","-0.12538192785381974,0.49466166942996614,-0.0651744334368548","1.0,-0.2133971103908915,-0.5647212078646006",151,4,189,27,"1.0,-0.29113614091237483,-0.20140827106110581",4,272
83,NoPrioritise,1,square,triangle,cross,circle,"1.0,0.14454808295369936,-1.0","0.6670955436242052,0.20546863097446266,0.6594879335101997","0.002753009035763032,0.42748599986642954,0.5027340537090634","1.0,-0.27567226916307197,-0.025990342729996674",77,281,234,352,"0.6670955436242052,0.20546863097446266,0.6594879335101997",281,174
84,Prioritise3,3,triangle,circle,cross,square,"1.0,-0.176090722701999,-0.6762956704638035","0.49743207809976986,0.2728177294164349,0.672458831583457","0.9788490541088481,0.1646703741338249,-1.0","1.0,-0.25349859092244853,0.058576446168723484",33,270,80,346,"1.0,-0.25349859092244853,0.058576446168723484",346,36
85,NoPrioritise,0,square,circle,triangle,cross,"1.0,-0.27293323902243416,-0.35332683897484074","0.35978173682339754,0.41977397962065344,-1.0","-0.020427730643879483,0.49026716567376205,-0.3409363637973366","0.7578023835242338,0.165070026077772,0.63954193062201",14,133,172,287,"1.0,-0.27293323902243416,-0.35332683897484074",14,334
