n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
26,NoPrioritise,0,circle,cross,square,triangle,"0.9677931896988998,0.1712594071065523,-1.0","0.5747774279545166,0.24332959852807035,0.670395358395977","0.6517915958318632,0.21196052870658733,0.661939301509457","0.2823521228309567,0.4390974279014652,-1.0",81,275,280,140,"0.9677931896988998,0.1712594071065523,-1.0",81,116
27,Prioritise3,0,cross,square,triangle,circle,"1.0,-0.18672585607811276,0.21894575397790916","-0.017538974095646753,0.43320838581829424,0.48452289736445553","0.046610568850004475,0.4151827959781793,0.5366388806382334","-0.04985376064386149,0.4926777683571715,-0.2733707743273047",334,232,238,176,"1.0,-0.18672585607811276,0.21894575397790916",334,345
28,Prioritise4,3,square,circle,triangle,cross,"0.4282253351913974,0.40067838587068505,-1.0","0.15891936573799903,0.3831804895186659,0.5999565135488085","0.697563521415238,0.19227379976898162,0.6538323072937366","0.1673887875274096,0.46333008938060627,-0.7729226224565875",127,247,283,151,"0.1673887875274096,0.46333008938060627,-0.7729226224565875",151,310
29,Prioritise1,0,cross,triangle,circle,square,"-0.04985376064386149,0.4926777683571715,-0.2733707743273047","1.0,-0.18672585607811276,0.21894575397790916","1.0,-0.1694459751095364,-0.6968170409133772","1.0,-0.28331765203541326,-0.06912673399707303",176,334,34,355,"-0.04985376064386149,0.4926777683571715,-0.2733707743273047",176,52
30,Prioritise1,1,triangle,square,cross,circle,"0.14752787305018233,0.4669625621869047,-0.7174796825499677","1.0,-0.2583995670372059,-0.4160170008955538","1.0,-0.0855518419522695,0.38524161028667625","1.0,-0.28545618498147696,-0.27665271730440133",153,18,320,9,"1.0,-0.2583995670372059,-0.4160170008955538",18,238
31,Prioritise2,3,triangle,circle,square,cross,"1.0,-0.176090722701999,-0.6762956704638035","0.8072476110492377,0.25673500061136667,-1.0","0.3373683384989987,0.425614728337375,-1.0","1.0,-0.25779156666188097,0.04465505589445962",33,95,135,347,"1.0,-0.25779156666188097,0.04465505589445962",347,37
32,Prioritise4,1,cross,square,triangle,circle,"0.557247182986663,0.35934004439537626,-1.0","1.0,-0.28331765203541326,-0.06912673399707303","1.0,-0.1558548551326704,-0.7405909184559469","1.0,-0.023115205136178596,-1.0",116,355,36,54,"1.0,-0.28331765203541326,-0.06912673399707303",355,164
33,Prioritise4,3,square,cross,circle,triangle,"0.37478692104604905,0.3159453148278393,0.6623940312376342","0.5747774279545166,0.24332959852807035,0.670395358395977","1.0,-0.28704790815198966,-0.09816451385922986","0.7954699681646173,0.26233143705175754,-1.0",262,275,357,96,"0.7954699681646173,0.26233143705175754,-1.0",96,268
34,Prioritise1,1,circle,triangle,cross,square,"1.0,-0.15960027999342463,0.2690977661520819","0.5283655398475315,0.26125276704655587,0.6724040666408482","0.9973143857544444,0.03943765994348003,0.5367265506444097","0.1673887875274096,0.46333008938060627,-0.7729226224565875",330,272,304,151,"0.5283655398475315,0.26125276704655587,0.6724040666408482",272,311
35,Prioritise2,0,cross,triangle,square,circle,"-0.1334211421392112,0.46921826779504494,0.31151742599586085","0.6823545184579658,0.19890605819631269,0.6567852503614975","0.5902286499321849,0.2372037618456999,0.6692134526599127","1.0,0.11693500061052231,-1.0",216,282,276,73,"-0.1334211421392112,0.46921826779504494,0.31151742599586085",216,104
36,Prioritise3,2,circle,triangle,square,cross,"1.0,-0.023115205136178596,-1.0","1.0,0.10990102188412854,-1.0","-0.11850987372908683,0.4637398184337027,0.34737226103556385","0.6407010103455535,0.32862970770224886,-1.0",54,72,219,109,"-0.11850987372908683,0.4637398184337027,0.34737226103556385",219,215
37,Prioritise1,3,cross,triangle,circle,square,"1.0,-0.15960027999342463,0.2690977661520819","1.0,-0.03828278687151976,-1.0","-0.1481252589400609,0.4756545429797898,0.26153874370652797","0.21370971933434912,0.36697709911931464,0.6220261074603506",330,52,212,251,"0.21370971933434912,0.36697709911931464,0.6220261074603506",251,147
38,Prioritise2,1,cross,triangle,square,circle,"1.0,-0.14892208927791584,-0.7642951287839744","-0.12881863109484093,0.46745492896353924,0.32362925960524147","1.0,0.023895135487088437,0.520455959599228","1.0,-0.23416809090988489,0.11348302116348119",37,217,306,342,"-0.12881863109484093,0.46745492896353924,0.32362925960524147",217,217
39,Prioritise1,3,cross,square,circle,triangle,"-0.15087465470231598,0.47711162872615454,0.24867635980838454","1.0,-0.09100024043058197,-1.0","0.4981526525436166,0.3791643150394166,-1.0","1.0,-0.23006636068103248,-0.5135224369802548",211,45,121,24,"1.0,-0.23006636068103248,-0.5135224369802548",24,33
40,Prioritise1,1,circle,cross,square,triangle,"1.0,-0.2905679542092485,-0.21635494529981825","-0.14097292288545527,0.4934633616179327,-0.004268922352566595","1.0,-0.24513616553833184,-0.4641238358039159","0.07004997715874661,0.40859431628906884,0.5522929170622126",5,193,21,240,"-0.14097292288545527,0.4934633616179327,-0.004268922352566595",193,98
41,NoPrioritise,0,square,circle,cross,triangle,"0.4397882380638529,0.39726260220805054,-1.0","1.0,-0.00039510366743955583,-1.0","0.04521328814621106,0.4828757040428189,-0.4835461552047625","-0.12966480223349675,0.49444262706220066,-0.04980752507879116",126,57,164,190,"0.4397882380638529,0.39726260220805054,-1.0",126,348
42,NoPrioritise,2,cross,circle,triangle,square,"0.9342399836420399,0.1906568045828605,-1.0","0.9566713411825642,0.17778746275501622,-1.0","1.0,-0.19952917352700605,0.19318579588388318","0.4981526525436166,0.3791643150394166,-1.0",84,82,336,121,"1.0,-0.19952917352700605,0.19318579588388318",336,22
43,Prioritise1,3,square,cross,circle,triangle,"-0.10043403746491275,0.49495767021285575,-0.14337977127983403","0.509921421288337,0.37533864292099284,-1.0","0.04521328814621106,0.4828757040428189,-0.4835461552047625","0.024156992038590452,0.42147876676365525,0.5201127943356356",184,120,164,236,"0.024156992038590452,0.42147876676365525,0.5201127943356356",236,238
44,NoPrioritise,1,cross,square,circle,triangle,"-0.04985376064386149,0.4926777683571715,-0.2733707743273047","0.40522526965537775,0.4073086888830977,-1.0","0.09948789533259128,0.47503830359136323,-0.601955130836429","-0.11280811015512238,0.4617870748317987,0.35899735609320693",176,129,158,220,"0.40522526965537775,0.4073086888830977,-1.0",129,260
45,Prioritise2,3,circle,square,cross,triangle,"0.7599790593392,0.278698430329378,-1.0","1.0,-0.27567226916307197,-0.025990342729996674","0.3373683384989987,0.425614728337375,-1.0","0.28536486694739915,0.3449661378960809,0.6441272460635925",99,352,135,256,"0.28536486694739915,0.3449661378960809,0.6441272460635925",256,117
46,Prioritise2,3,circle,triangle,cross,square,"0.9898363577373541,0.15802139914365565,-1.0","1.0,-0.18904346603826983,-0.637249894721835","1.0,-0.2810383691272422,-0.05469022987079308","1.0,-0.2618543528600009,0.0306611530728087",79,31,354,348,"1.0,-0.2618543528600009,0.0306611530728087",348,229
47,Prioritise2,3,triangle,square,cross,circle,"1.0,-0.09100024043058197,-1.0","1.0,-0.21761393967782516,0.1537648375256555","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","0.12802681261339854,0.47036395437091305,-0.6683938146358337",45,339,179,155,"0.12802681261339854,0.47036395437091305,-0.6683938146358337",155,247
48,Prioritise1,3,triangle,square,circle,cross,"1.0,0.0885108071490186,-1.0","1.0,0.008268781307839035,0.5033766660072689","0.9026141269879491,0.09282770385166228,0.5869975937203944","-0.07020697204541848,0.49392917223661503,-0.22388609625324785",69,308,297,179,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785",179,310
49,NoPrioritise,1,circle,cross,square,triangle,"0.7718332302050808,0.2733134055615505,-1.0","-0.1552691192795369,0.47984650043174004,0.22253130766167373","-0.07663707943429687,0.49424057193593485,-0.2075945922293636","0.5335383805596652,0.3674790283286826,-1.0",98,209,180,118,"-0.1552691192795369,0.47984650043174004,0.22253130766167373",209,8
50,Prioritise4,2,square,circle,triangle,cross,"0.7718332302050808,0.2733134055615505,-1.0","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","0.7874973343482179,0.15108074255601633,0.6309286527694675","1.0,0.03716450464441401,-1.0",98,179,289,62,"0.7874973343482179,0.15108074255601633,0.6309286527694675",289,260
51,Prioritise1,3,triangle,square,cross,circle,"0.984183681480933,0.0471694796759472,0.544551712303033","1.0,-0.2787294505909397,-0.3224626175099854","0.8168605703912253,0.13684827598857496,0.6213530935889016","0.3446475566939091,0.32593623267112437,0.6573177271493604",303,12,291,260,"0.3446475566939091,0.32593623267112437,0.6573177271493604",260,311
52,Prioritise1,3,cross,circle,triangle,square,"1.0,0.029697581538389972,-1.0","1.0,0.04460337025072447,-1.0","1.0,-0.09100024043058197,-1.0","1.0,-0.1801231371030828,0.23165973332613699",61,63,45,333,"1.0,-0.1801231371030828,0.23165973332613699",333,19
53,Prioritise1,0,cross,triangle,circle,square,"1.0,-0.14190666083918357,-0.7896703829265752","0.17237529551869346,0.3792456671279014,0.6058334931269098","1.0,0.14454808295369936,-1.0","-0.11850987372908683,0.4637398184337027,0.34737226103556385",38,248,77,219,"1.0,-0.14190666083918357,-0.7896703829265752",38,189
54,Prioritise2,0,cross,triangle,circle,square,"0.5438403016684124,0.25535465854340766,0.6719910833849003","-0.01269399205840449,0.48953144240138324,-0.3581525544909092","1.0,-0.2812391217555803,-0.30713162009795525","0.03525654226328623,0.4183671124064994,0.5284836519992187",273,171,11,237,"0.5438403016684124,0.25535465854340766,0.6719910833849003",273,231
55,Prioritise4,2,cross,square,triangle,circle,"1.0,-0.14892208927791584,-0.7642951287839744","1.0,-0.24513616553833184,-0.4641238358039159","0.37478692104604905,0.3159453148278393,0.6623940312376342","1.0,-0.28849207683894174,-0.11276294357485506",37,21,262,358,"0.37478692104604905,0.3159453148278393,0.6623940312376342",262,0
56,Prioritise3,1,triangle,square,circle,cross,"1.0,-0.18904346603826983,-0.637249894721835","1.0,-0.12765325079304635,-0.8480385611780058","1.0,0.029697581538389972,-1.0","-0.12538192785381974,0.49466166942996614,-0.0651744334368548",31,40,61,189,"1.0,-0.12765325079304635,-0.8480385611780058",40,82
57,Prioritise3,3,triangle,circle,cross,square,"0.5453823652594301,0.36344457638027117,-1.0","0.984183681480933,0.0471694796759472,0.544551712303033","1.0,-0.16655302622891022,0.25673909055504174","0.6210691465439071,0.22472865664823272,0.6660842894513506",117,303,331,278,"0.6210691465439071,0.22472865664823272,0.6660842894513506",278,77
58,Prioritise4,2,cross,circle,square,triangle,"0.7874973343482179,0.15108074255601633,0.6309286527694675","0.6407010103455535,0.32862970770224886,-1.0","-0.1415152911985038,0.4725588943334964,0.2868282896334675","1.0,-0.030699357614306977,-1.0",289,109,214,53,"-0.1415152911985038,0.4725588943334964,0.2868282896334675",214,324
59,Prioritise2,2,square,circle,triangle,cross,"0.4981526525436166,0.3791643150394166,-1.0","1.0,-0.015534070910116049,-1.0","0.9165223056430671,0.08531838961047389,0.5804719469242157","0.8771865507724368,0.22170185938115816,-1.0",121,55,298,89,"0.9165223056430671,0.08531838961047389,0.5804719469242157",298,281
60,Prioritise3,2,square,cross,triangle,circle,"1.0,-0.2759589912597996,-0.3378595329546661","0.15891936573799903,0.3831804895186659,0.5999565135488085","1.0,-0.2885749142137033,-0.24639910949319843","1.0,-0.24513616553833184,-0.4641238358039159",13,247,7,21,"1.0,-0.2885749142137033,-0.24639910949319843",7,343
61,Prioritise1,1,square,circle,triangle,cross,"1.0,-0.007413941176475647,0.4855113905503705","0.8022226392771252,0.14399413187212562,0.6262603189685363","0.21850949126575658,0.4532202130288874,-0.9933869065076532","0.35978173682339754,0.41977397962065344,-1.0",310,290,146,133,"0.8022226392771252,0.14399413187212562,0.6262603189685363",290,198
62,Prioritise3,0,cross,triangle,square,circle,"1.0,0.00043266500642058503,0.4945408245860483","0.7726890832158932,0.15810653737494773,0.6353563968956581","-0.13746749759655974,0.49384364036211803,-0.01935357496354817","0.5593128013847881,0.24938009178326226,0.6713213889936891",309,288,192,274,"1.0,0.00043266500642058503,0.4945408245860483",309,183
63,NoPrioritise,1,square,circle,triangle,cross,"0.7836643519746782,0.2678576623980824,-1.0","0.10691635848548953,0.39815526341168916,0.5740986907036785","-0.14981892062729885,0.491997057231198,0.04039774195876733","1.0,-0.2810383691272422,-0.05469022987079308",97,243,196,354,"0.10691635848548953,0.39815526341168916,0.5740986907036785",243,60
64,Prioritise4,0,cross,circle,triangle,square,"0.31518019558100097,0.43119815975599396,-1.0","0.07004997715874661,0.40859431628906884,0.5522929170622126","0.6364477477613335,0.21838082541010184,0.6641383826852352","1.0,-0.2692625012388049,0.0024658652101630096",137,240,279,350,"0.31518019558100097,0.43119815975599396,-1.0",137,37
65,Prioritise4,3,square,cross,circle,triangle,"0.28536486694739915,0.3449661378960809,0.6441272460635925","0.0809641014742315,0.4778728517952051,-0.560834903418019","-0.14500574250124976,0.47413711311303364,0.2742570559677715","-0.11280811015512238,0.4617870748317987,0.35899735609320693",256,160,213,220,"-0.11280811015512238,0.4617870748317987,0.35899735609320693",220,43
66,Prioritise3,3,triangle,square,circle,cross,"0.8022226392771252,0.14399413187212562,0.6262603189685363","1.0,-0.2885749142137033,-0.24639910949319843","-0.14500574250124976,0.47413711311303364,0.2742570559677715","0.6364477477613335,0.21838082541010184,0.6641383826852352",290,7,213,279,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,301
67,NoPrioritise,2,cross,circle,triangle,square,"-0.15218698220497417,0.491399065672369,0.0550849709310266","1.0,-0.25779156666188097,0.04465505589445962","0.3485477954945324,0.4227267056127266,-1.0","1.0,-0.16655302622891022,0.25673909055504174",197,347,134,331,"0.3485477954945324,0.4227267056127266,-1.0",134,10
68,Prioritise1,2,square,circle,cross,triangle,"1.0,0.1377261376429495,-1.0","0.7362113369355152,0.2892555466706437,-1.0","0.09017416231209929,0.4764835565228893,-0.581140049938324","1.0,-0.28704790815198966,-0.09816451385922986",76,101,159,357,"0.09017416231209929,0.4764835565228893,-0.581140049938324",159,255
69,Prioritise2,2,triangle,cross,circle,square,"1.0,-0.283482916447115,-0.29186272671519153","1.0,-0.28545618498147696,-0.27665271730440133","0.9001622899209403,0.20948101299508481,-1.0","0.4665589352747248,0.2840716923699367,0.6714844115718321",10,9,87,268,"0.9001622899209403,0.20948101299508481,-1.0",87,265
70,Prioritise4,3,cross,circle,triangle,square,"-0.09478536258948067,0.49485771099788134,-0.15929400236046964","0.6765582342033039,0.31440040312493167,-1.0","0.2277843781848521,0.3627318956570289,0.6269388339435948","0.07186027412725471,0.47920645949573504,-0.5409731165987569",183,106,252,161,"0.07186027412725471,0.47920645949573504,-0.5409731165987569",161,346
71,Prioritise2,1,cross,triangle,square,circle,"0.03656203285471027,0.4839890544285097,-0.46499532916065","-0.0889322071979689,0.49470485377678974,-0.17530036558846096","0.8168605703912253,0.13684827598857496,0.6213530935889016","-0.07663707943429687,0.49424057193593485,-0.2075945922293636",165,182,291,180,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096",182,153
72,Prioritise3,3,triangle,circle,square,cross,"0.8189948021797893,0.2510686603392729,-1.0","-0.10043403746491275,0.49495767021285575,-0.14337977127983403","1.0,-0.24030349193845646,-0.4804258498410512","1.0,-0.24976805918886447,-0.4479639557291707",94,184,22,20,"1.0,-0.24976805918886447,-0.4479639557291707",20,101
73,Prioritise3,2,square,triangle,cross,circle,"0.1456375685133382,0.387038501124352,0.5938426811268567","-0.12085421394465079,0.49482727509491764,-0.08063336981743141","0.02803139784776887,0.4850479085911541,-0.44669070010662637","1.0,-0.2352776592018201,-0.4968859262116322",246,188,166,23,"0.02803139784776887,0.4850479085911541,-0.44669070010662637",166,243
74,Prioritise2,3,circle,triangle,cross,square,"1.0,-0.2759589912597996,-0.3378595329546661","0.5593128013847881,0.24938009178326226,0.6713213889936891","1.0,-0.07007995956776203,0.4066709204115653","1.0,-0.2810383691272422,-0.05469022987079308",13,274,318,354,"1.0,-0.2810383691272422,-0.05469022987079308",354,71
75,Prioritise2,1,triangle,circle,cross,square,"0.003196340864616065,0.48789947231709707,-0.3930376390559923","-0.10043403746491275,0.49495767021285575,-0.14337977127983403","1.0,-0.0932311933171065,0.374286934875081","0.5453823652594301,0.36344457638027117,-1.0",169,184,321,117,"-0.10043403746491275,0.49495767021285575,-0.14337977127983403",184,89
76,Prioritise3,0,triangle,circle,cross,square,"0.03656203285471027,0.4839890544285097,-0.46499532916065","0.697563521415238,0.19227379976898162,0.6538323072937366","1.0,-0.265680167273015,0.01659727634298691","0.5438403016684124,0.25535465854340766,0.6719910833849003",165,283,349,273,"0.03656203285471027,0.4839890544285097,-0.46499532916065",165,26
77,Prioritise3,2,square,triangle,circle,cross,"1.0,-0.030978196634575572,0.4572913763932509","0.29323185337982705,0.4365272844863326,-1.0","1.0,-0.08353952619481586,-1.0","0.4282253351913974,0.40067838587068505,-1.0",313,139,46,127,"1.0,-0.08353952619481586,-1.0",46,70
78,Prioritise1,1,cross,circle,triangle,square,"-0.12384754992127334,0.4656289401720195,0.3355818842165046","0.29323185337982705,0.4365272844863326,-1.0","1.0,-0.2692625012388049,0.0024658652101630096","1.0,-0.1308360377071882,0.3172469791017578",218,139,350,326,"0.29323185337982705,0.4365272844863326,-1.0",139,143
79,Prioritise4,3,cross,circle,triangle,square,"1.0,-0.1801231371030828,0.23165973332613699","1.0,-0.04666697700988032,0.4375655321668761","1.0,-0.28545618498147696,-0.27665271730440133","1.0,-0.2618543528600009,0.0306611530728087",333,315,9,348,"1.0,-0.2618543528600009,0.0306611530728087",348,201
80,Prioritise1,3,cross,triangle,circle,square,"-0.06301515924349677,0.44629443292921844,0.43549282839157066","1.0,-0.20571451687417974,0.18014638001872707","0.4282253351913974,0.40067838587068505,-1.0","0.6364477477613335,0.21838082541010184,0.6641383826852352",227,337,127,279,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,225
81,Prioritise4,0,triangle,cross,circle,square,"-0.15971287347422924,0.4846106035432911,0.16864202556096686","1.0,0.007155954649565421,-1.0","1.0,-0.2810383691272422,-0.05469022987079308","1.0,-0.2541916545294901,-0.43193236346031305",205,58,354,19,"-0.15971287347422924,0.4846106035432911,0.16864202556096686",205,35
82,NoPrioritise,1,cross,triangle,circle,square,"0.7718332302050808,0.2733134055615505,-1.0","1.0,-0.19533700364355222,-0.6185256211936343","-0.0789607698268403,0.4510515800167316,0.41453817725242015","1.0,-0.28849207683894174,-0.11276294357485506",98,30,225,358,"1.0,-0.19533700364355222,-0.6185256211936343",30,278
83,Prioritise4,1,triangle,circle,cross,square,"0.8885895249151152,0.10029123080933622,0.593298310174416","0.02803139784776887,0.4850479085911541,-0.44669070010662637","1.0,0.07402842417913646,-1.0","0.18599750731146814,0.3752337008299145,0.6114718629309206",296,166,67,249,"0.02803139784776887,0.4850479085911541,-0.44669070010662637",166,171
84,Prioritise1,2,cross,triangle,circle,square,"1.0,0.08129056571751603,-1.0","0.7718332302050808,0.2733134055615505,-1.0","1.0,-0.2810383691272422,-0.05469022987079308","1.0,-0.14190666083918357,-0.7896703829265752",68,98,354,38,"1.0,-0.2810383691272422,-0.05469022987079308",354,1
85,Prioritise2,2,triangle,square,circle,cross,"1.0,-0.21911833444213913,-0.5474132739956148","1.0,-0.2812391217555803,-0.30713162009795525","-0.14981892062729885,0.491997057231198,0.04039774195876733","1.0,-0.1694459751095364,-0.6968170409133772",26,11,196,34,"-0.14981892062729885,0.491997057231198,0.04039774195876733",196,61
86,Prioritise3,3,cross,circle,triangle,square,"1.0,-0.176090722701999,-0.6762956704638035","0.9677931896988998,0.1712594071065523,-1.0","1.0,-0.23006636068103248,-0.5135224369802548","0.28536486694739915,0.3449661378960809,0.6441272460635925",33,81,24,256,"0.28536486694739915,0.3449661378960809,0.6441272460635925",256,348
