n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
37,NoPrioritise,3,circle,triangle,square,cross,"1.0,-0.2288330890480459,0.12700076968242469","0.13253781604398185,0.3908200528647623,0.5874938236427092","0.7954699681646173,0.26233143705175754,-1.0","0.31518019558100097,0.43119815975599396,-1.0",341,245,96,137,"0.31518019558100097,0.43119815975599396,-1.0",137,80
72,NoPrioritise,3,cross,triangle,square,circle,"-0.09355100115627268,0.4555421476647945,0.3928507547204487","1.0,-0.19533700364355222,-0.6185256211936343","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","1.0,-0.2885749142137033,-0.24639910949319843",223,30,179,7,"1.0,-0.2885749142137033,-0.24639910949319843",7,155
110,NoPrioritise,3,cross,circle,square,triangle,"1.0,-0.05449202187079283,0.427438243059558","0.9575099088241161,0.0625393185362546,0.5595685159060846","0.6885060196604067,0.3095143481419429,-1.0","0.07004997715874661,0.40859431628906884,0.5522929170622126",316,301,105,240,"0.07004997715874661,0.40859431628906884,0.5522929170622126",240,189
126,NoPrioritise,3,circle,cross,square,triangle,"1.0,-0.18904346603826983,-0.637249894721835","-0.09478536258948067,0.49485771099788134,-0.15929400236046964","-0.15087465470231598,0.47711162872615454,0.24867635980838454","-0.1336957186097738,0.49417000388378884,-0.03453353894846056",31,183,211,191,"-0.1336957186097738,0.49417000388378884,-0.03453353894846056",191,88
139,NoPrioritise,3,cross,triangle,circle,square,"-0.02724900693809007,0.43596400275120595,0.47511170232003863","0.27079222332264496,0.349525727356639,0.6402021298134932","1.0,-0.12344048141961106,0.3289459564990056","0.509921421288337,0.37533864292099284,-1.0",231,255,325,120,"0.509921421288337,0.37533864292099284,-1.0",120,80
149,NoPrioritise,3,triangle,cross,circle,square,"1.0,-0.05449202187079283,0.427438243059558","0.8602068900008202,0.11507220116757,0.6052161878467197","0.15891936573799903,0.3831804895186659,0.5999565135488085","0.02803139784776887,0.4850479085911541,-0.44669070010662637",316,294,247,166,"0.02803139784776887,0.4850479085911541,-0.44669070010662637",166,93
163,NoPrioritise,3,square,circle,triangle,cross,"0.8886984490493344,0.21562474761751438,-1.0","1.0,-0.21761393967782516,0.1537648375256555","1.0,0.07402842417913646,-1.0","0.10890282843090082,0.4735368131811257,-0.6233623294930688",88,339,67,157,"0.10890282843090082,0.4735368131811257,-0.6233623294930688",157,336
164,NoPrioritise,3,circle,cross,triangle,square,"0.2563330525591274,0.3540064263668754,0.6360281906414551","0.1377313063497616,0.46869198128419454,-0.6923217342230605","1.0,-0.223312447401106,0.14042906010430367","0.6287517000804042,0.333230015934751,-1.0",254,154,340,110,"0.6287517000804042,0.333230015934751,-1.0",110,201
178,NoPrioritise,3,circle,triangle,square,cross,"1.0,0.016090771115826907,0.5120159997035829","1.0,-0.09100024043058197,-1.0","-0.020427730643879483,0.49026716567376205,-0.3409363637973366","-0.04273264564935253,0.4921547641531523,-0.29008164886068233",307,45,172,175,"-0.04273264564935253,0.4921547641531523,-0.29008164886068233",175,319
182,NoPrioritise,3,square,triangle,circle,cross,"-0.15745197328482874,0.48927392525561153,0.09851328502402845","1.0,-0.23930972970484676,0.09987881270213972","1.0,0.007155954649565421,-1.0","0.3262451978832188,0.42843842117143094,-1.0",200,343,58,136,"0.3262451978832188,0.42843842117143094,-1.0",136,338
20,Prioritise1,0,triangle,cross,square,circle,"-0.11850987372908683,0.4637398184337027,0.34737226103556385","0.6526534052453359,0.32395804637990677,-1.0","-0.15971287347422924,0.4846106035432911,0.16864202556096686","0.15891936573799903,0.3831804895186659,0.5999565135488085",219,108,205,247,"-0.11850987372908683,0.4637398184337027,0.34737226103556385",219,114
42,Prioritise1,0,circle,square,triangle,cross,"1.0,-0.1308360377071882,0.3172469791017578","-0.0789607698268403,0.4510515800167316,0.41453817725242015","1.0,-0.23006636068103248,-0.5135224369802548","1.0,-0.28849207683894174,-0.11276294357485506",326,225,24,358,"1.0,-0.1308360377071882,0.3172469791017578",326,296
49,Prioritise1,0,cross,triangle,circle,square,"1.0,-0.2288330890480459,0.12700076968242469","-0.137653653553384,0.47091943313012696,0.2992494234533911","0.2419946445565604,0.35840841428502257,0.6316066564714324","0.07004997715874661,0.40859431628906884,0.5522929170622126",341,215,253,240,"1.0,-0.2288330890480459,0.12700076968242469",341,350
55,Prioritise1,0,triangle,cross,circle,square,"0.5593128013847881,0.24938009178326226,0.6713213889936891","0.43579397082986615,0.29501209376045523,0.6694809165992386","0.10691635848548953,0.39815526341168916,0.5740986907036785","1.0,-0.24030349193845646,-0.4804258498410512",274,266,243,22,"0.5593128013847881,0.24938009178326226,0.6713213889936891",274,285
58,Prioritise1,0,cross,circle,triangle,square,"-0.028015013033697245,0.49094955428922593,-0.32385780920023366","1.0,-0.176090722701999,-0.6762956704638035","0.6168077568629242,0.33775906377670717,-1.0","-0.11109230792064029,0.494998675286374,-0.11182488810932678",173,33,111,186,"-0.028015013033697245,0.49094955428922593,-0.32385780920023366",173,291
98,Prioritise1,0,square,triangle,circle,cross,"1.0,-0.08353952619481586,-1.0","-0.03665861455697994,0.4386499069954206,0.4655003413302212","1.0,-0.2810383691272422,-0.05469022987079308","1.0,0.029697581538389972,-1.0",46,230,354,61,"1.0,-0.08353952619481586,-1.0",46,147
103,Prioritise1,0,square,cross,triangle,circle,"0.6048714455845987,0.34221696469187823,-1.0","1.0,-0.27293323902243416,-0.35332683897484074","-0.1598212484830719,0.4866460428277808,0.1409432704458322","0.10890282843090082,0.4735368131811257,-0.6233623294930688",112,14,203,157,"0.6048714455845987,0.34221696469187823,-1.0",112,347
117,Prioritise1,0,square,cross,circle,triangle,"0.058211064666331636,0.41192535001918484,0.5445760826660213","0.35968141037855483,0.3209804608831912,0.6599831247203418","1.0,-0.23006636068103248,-0.5135224369802548","1.0,-0.12765325079304635,-0.8480385611780058",239,261,24,40,"0.058211064666331636,0.41192535001918484,0.5445760826660213",239,328
133,Prioritise1,0,cross,square,triangle,circle,"1.0,-0.24030349193845646,-0.4804258498410512","0.9026141269879491,0.09282770385166228,0.5869975937203944","1.0,0.06672643376273091,-1.0","0.7243026375027783,0.2944273290124073,-1.0",22,297,66,102,"1.0,-0.24030349193845646,-0.4804258498410512",22,204
185,Prioritise1,0,cross,circle,triangle,square,"-0.04985376064386149,0.4926777683571715,-0.2733707743273047","-0.1552691192795369,0.47984650043174004,0.22253130766167373","-0.0864279937772866,0.4533299305616785,0.40378459741649797","0.8022226392771252,0.14399413187212562,0.6262603189685363",176,209,224,290,"-0.04985376064386149,0.4926777683571715,-0.2733707743273047",176,144
217,Prioritise1,0,square,cross,triangle,circle,"1.0,0.0520116041796701,-1.0","1.0,-0.28849207683894174,-0.11276294357485506","0.9001622899209403,0.20948101299508481,-1.0","0.07186027412725471,0.47920645949573504,-0.5409731165987569",64,358,87,161,"1.0,0.0520116041796701,-1.0",64,210
21,Prioritise1,1,circle,triangle,cross,square,"-0.07115460775268467,0.4487065849390661,0.42510855757080535","0.6670955436242052,0.20546863097446266,0.6594879335101997","0.45139045294854396,0.393779284417197,-1.0","-0.15425303278284086,0.49074605836511664,0.06966808771232391",226,281,125,198,"0.6670955436242052,0.20546863097446266,0.6594879335101997",281,107
38,Prioritise1,1,triangle,cross,square,circle,"0.9342399836420399,0.1906568045828605,-1.0","-0.15936350859590664,0.487578374203653,0.1269149288768463","1.0,-0.10580765013847959,-0.9756165541078137","0.3262451978832188,0.42843842117143094,-1.0",84,202,43,136,"-0.15936350859590664,0.487578374203653,0.1269149288768463",202,33
91,Prioritise1,1,cross,square,circle,triangle,"1.0,-0.10580765013847959,-0.9756165541078137","1.0,-0.2541916545294901,-0.43193236346031305","1.0,-0.2288330890480459,0.12700076968242469","1.0,0.031678509722878445,0.528693730626498",43,19,341,305,"1.0,-0.2541916545294901,-0.43193236346031305",19,263
95,Prioritise1,1,circle,triangle,square,cross,"-0.11109230792064029,0.494998675286374,-0.11182488810932678","0.8022226392771252,0.14399413187212562,0.6262603189685363","0.2607905457923898,0.44405077031286466,-1.0","1.0,-0.2812391217555803,-0.30713162009795525",186,290,142,11,"0.8022226392771252,0.14399413187212562,0.6262603189685363",290,335
101,Prioritise1,1,triangle,cross,square,circle,"-0.09478536258948067,0.49485771099788134,-0.15929400236046964","1.0,-0.17339639938985352,0.2442586263282529","-0.15936350859590664,0.487578374203653,0.1269149288768463","0.3937919637711429,0.41052389502637143,-1.0",183,332,202,130,"1.0,-0.17339639938985352,0.2442586263282529",332,59
144,Prioritise1,1,circle,square,cross,triangle,"0.4981526525436166,0.3791643150394166,-1.0","0.3937919637711429,0.41052389502637143,-1.0","0.1377313063497616,0.46869198128419454,-0.6923217342230605","0.14752787305018233,0.4669625621869047,-0.7174796825499677",121,130,154,153,"0.3937919637711429,0.41052389502637143,-1.0",130,191
158,Prioritise1,1,cross,triangle,circle,square,"0.9165223056430671,0.08531838961047389,0.5804719469242157","1.0,-0.15254529173699993,0.2813312795320311","1.0,-0.1159761024614836,0.3405028198215041","1.0,-0.2117453636986133,0.16700499532847024",298,329,324,338,"1.0,-0.15254529173699993,0.2813312795320311",329,266
176,Prioritise1,1,square,circle,cross,triangle,"0.9001622899209403,0.20948101299508481,-1.0","1.0,0.029697581538389972,-1.0","-0.07115460775268467,0.4487065849390661,0.42510855757080535","0.8885895249151152,0.10029123080933622,0.593298310174416",87,61,226,296,"1.0,0.029697581538389972,-1.0",61,43
187,Prioritise1,1,circle,triangle,square,cross,"1.0,-0.015267259554568757,0.4762913260168815","0.002753009035762144,0.42748599986642954,0.5027340537090634","1.0,-0.20752138035248524,-0.5823144238115788","-0.14500574250124976,0.47413711311303364,0.2742570559677715",311,234,28,213,"0.002753009035762144,0.42748599986642954,0.5027340537090634",234,35
198,Prioritise1,1,square,triangle,circle,cross,"0.9898363577373541,0.15802139914365565,-1.0","0.38995744222104256,0.31083082350540914,0.6645497918058341","0.08211922552252782,0.40518924666980105,0.5597871012004456","0.5283655398475315,0.26125276704655587,0.6724040666408482",79,263,241,272,"0.38995744222104256,0.31083082350540914,0.6645497918058341",263,176
216,Prioritise1,1,cross,circle,triangle,square,"0.9566713411825642,0.17778746275501622,-1.0","-0.15857178695416452,0.48845422840718666,0.1127707600476957","0.011345098196205106,0.4870029319956142,-0.41073039696963864","0.8307090529045498,0.2453327610063578,-1.0",82,201,168,93,"-0.15857178695416452,0.48845422840718666,0.1127707600476957",201,306
41,Prioritise1,2,cross,circle,triangle,square,"0.10890282843090082,0.4735368131811257,-0.6233623294930688","-0.01269399205840449,0.48953144240138324,-0.3581525544909092","1.0,-0.29111130123666484,-0.15686324257888173","0.9898363577373541,0.15802139914365565,-1.0",157,171,1,79,"1.0,-0.29111130123666484,-0.15686324257888173",1,304
43,Prioritise1,2,cross,triangle,circle,square,"1.0,-0.10844910144201803,0.3519141850209708","1.0,-0.291416597096681,-0.18651092035548889","1.0,-0.2133971103908915,-0.5647212078646006","0.37478692104604905,0.3159453148278393,0.6623940312376342",323,3,27,262,"1.0,-0.2133971103908915,-0.5647212078646006",27,45
44,Prioritise1,2,triangle,square,circle,cross,"1.0,-0.02312336799965975,0.46688363802432176","0.7004475934634664,0.30455679594870433,-1.0","-0.15425303278284086,0.49074605836511664,0.06966808771232391","-0.09478536258948067,0.49485771099788134,-0.15929400236046964",312,104,198,183,"-0.15425303278284086,0.49074605836511664,0.06966808771232391",198,197
47,Prioritise1,2,square,circle,triangle,cross,"0.8423878648894922,0.2395276862660105,-1.0","1.0,-0.16269839246793216,-0.7181852224820324","0.23950483221035568,0.4487573681220651,-1.0","0.2823521228309567,0.4390974279014652,-1.0",92,35,144,140,"0.23950483221035568,0.4487573681220651,-1.0",144,198
63,Prioritise1,2,triangle,circle,cross,square,"-0.017538974095646753,0.43320838581829424,0.48452289736445553","0.8602068900008202,0.11507220116757,0.6052161878467197","-0.15913672951032076,0.48350679120805196,0.18230705521727808","1.0,-0.1308360377071882,0.3172469791017578",232,294,206,326,"-0.15913672951032076,0.48350679120805196,0.18230705521727808",206,293
129,Prioritise1,2,circle,cross,triangle,square,"1.0,-0.2692625012388049,0.0024658652101630096","1.0,-0.20149881210311282,-0.6002331830476271","0.002753009035762144,0.42748599986642954,0.5027340537090634","0.3485477954945324,0.4227267056127266,-1.0",350,29,234,134,"0.002753009035762144,0.42748599986642954,0.5027340537090634",234,302
150,Prioritise1,2,square,cross,triangle,circle,"0.4051864188365102,0.30563705046778256,0.6664498358678796","0.18599750731146814,0.3752337008299145,0.6114718629309206","0.7428418032534498,0.17196979648312705,0.6434837115546581","-0.10032491436032498,0.45768874039972984,0.3817396096664756",264,249,286,222,"0.7428418032534498,0.17196979648312705,0.6434837115546581",286,11
162,Prioritise1,2,circle,square,cross,triangle,"0.13253781604398185,0.3908200528647623,0.5874938236427092","1.0,-0.24030349193845646,-0.4804258498410512","0.5453823652594301,0.36344457638027117,-1.0","0.6526534052453359,0.32395804637990677,-1.0",245,22,117,108,"0.5453823652594301,0.36344457638027117,-1.0",117,356
168,Prioritise1,2,cross,square,circle,triangle,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785","0.1184165720364383,0.4719787961363635,-0.6454646836219573","1.0,0.031678509722878445,0.528693730626498","-0.15425303278284086,0.49074605836511664,0.06966808771232391",179,156,305,198,"1.0,0.031678509722878445,0.528693730626498",305,168
169,Prioritise1,2,triangle,square,circle,cross,"1.0,-0.25779156666188097,0.04465505589445962","1.0,-0.04666697700988032,0.4375655321668761","0.6823545184579658,0.19890605819631269,0.6567852503614975","0.011345098196205106,0.4870029319956142,-0.41073039696963864",347,315,282,168,"0.6823545184579658,0.19890605819631269,0.6567852503614975",282,278
181,Prioritise1,2,cross,square,circle,triangle,"-0.15913672951032076,0.48350679120805196,0.18230705521727808","-0.15691856372514257,0.4811251279442219,0.20925454252068332","1.0,-0.1801231371030828,0.23165973332613699","0.2607905457923898,0.44405077031286466,-1.0",206,208,333,142,"1.0,-0.1801231371030828,0.23165973332613699",333,84
14,Prioritise1,3,circle,square,cross,triangle,"1.0,-0.1159761024614836,0.3405028198215041","1.0,-0.28545618498147696,-0.27665271730440133","0.9439739668489959,0.07017173146500566,0.5667550331301558","0.7123805921607476,0.2995277721370815,-1.0",324,9,300,103,"0.7123805921607476,0.2995277721370815,-1.0",103,66
59,Prioritise1,3,cross,circle,triangle,square,"0.09441071644993482,0.40170970408167506,0.5670564126145141","1.0,-0.27293323902243416,-0.35332683897484074","0.5929450132200651,0.3466038519932022,-1.0","0.11962807502985351,0.3945255124543332,0.5809118383777745",242,14,113,244,"0.11962807502985351,0.3945255124543332,0.5809118383777745",244,96
96,Prioritise1,3,triangle,square,cross,circle,"0.9342399836420399,0.1906568045828605,-1.0","-0.15601024525342333,0.4900377710624384,0.08414494382818494","0.5217173616076898,0.3714436344565344,-1.0","0.5929450132200651,0.3466038519932022,-1.0",84,199,119,113,"0.5929450132200651,0.3466038519932022,-1.0",113,156
97,Prioritise1,3,circle,triangle,cross,square,"1.0,-0.15960027999342463,0.2690977661520819","0.6823545184579658,0.19890605819631269,0.6567852503614975","0.024156992038590452,0.42147876676365525,0.5201127943356356","0.18759316868675757,0.45946387343509576,-0.8398972692549822",330,282,236,149,"0.18759316868675757,0.45946387343509576,-0.8398972692549822",149,172
109,Prioritise1,3,square,circle,triangle,cross,"1.0,-0.07007995956776203,0.4066709204115653","0.5929450132200651,0.3466038519932022,-1.0","-0.1598212484830719,0.4866460428277808,0.1409432704458322","1.0,-0.22467733398512213,-0.5303566464837048",318,113,203,25,"1.0,-0.22467733398512213,-0.5303566464837048",25,7
116,Prioritise1,3,circle,triangle,square,cross,"-0.11109230792064029,0.494998675286374,-0.11182488810932678","1.0,-0.2541916545294901,-0.43193236346031305","-0.1334211421392112,0.46921826779504494,0.31151742599586085","0.23950483221035568,0.4487573681220651,-1.0",186,19,216,144,"0.23950483221035568,0.4487573681220651,-1.0",144,242
121,Prioritise1,3,circle,square,cross,triangle,"0.4282253351913974,0.40067838587068505,-1.0","0.911575527904773,0.20327130372654878,-1.0","0.7481042841002781,0.28401253410301863,-1.0","-0.07663707943429687,0.49424057193593485,-0.2075945922293636",127,86,100,180,"-0.07663707943429687,0.49424057193593485,-0.2075945922293636",180,340
131,Prioritise1,3,triangle,cross,circle,square,"1.0,-0.24976805918886447,-0.4479639557291707","0.43579397082986615,0.29501209376045523,0.6694809165992386","-0.1582066093163167,0.48234509352938293,0.19584550247902222","-0.07020697204541848,0.49392917223661503,-0.22388609625324785",20,266,207,179,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785",179,301
