id,gender,dob,date,n_trial,test_stage,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,response,response_angle,wheel_rotation,reaction_time
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,18,test,Prioritise1,3,circle,square,triangle,cross,"0.35968141037855483,0.3209804608831912,0.6599831247203418","1.0,-0.15254529173699993,0.2813312795320311","0.8423878648894922,0.2395276862660105,-1.0","1.0,-0.060989074760531836,-1.0",261,329,92,49,"1.0,-0.060989074760531836,-1.0",49,"1.0,-0.22467733398512213,-0.5303566464837048",25,143,4.8212524999999005
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,19,test,Prioritise2,1,triangle,cross,square,circle,"0.7599790593392,0.278698430329378,-1.0","1.0,-0.27259515439613147,-0.011730747350127468","1.0,0.031678509722878445,0.528693730626498","-0.04273264564935253,0.4921547641531523,-0.29008164886068233",99,351,305,175,"1.0,-0.27259515439613147,-0.011730747350127468",351,"1.0,-0.265680167273015,0.01659727634298691",349,210,5.206081799999993
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,20,test,Prioritise3,3,cross,triangle,circle,square,"-0.028015013033697245,0.49094955428922593,-0.32385780920023366","1.0,-0.28331765203541326,-0.06912673399707303","0.5453823652594301,0.36344457638027117,-1.0","1.0,-0.14892208927791584,-0.7642951287839744",173,355,117,37,"1.0,-0.14892208927791584,-0.7642951287839744",37,"0.28536486694739915,0.3449661378960809,0.6441272460635925",256,122,4.994181600000047
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,21,test,NoPrioritise,0,cross,triangle,circle,square,"1.0,-0.08353952619481586,-1.0","0.2081252941518954,0.4553611512282272,-0.9356957589344492","0.911575527904773,0.20327130372654878,-1.0","0.07004997715874661,0.40859431628906884,0.5522929170622126",46,147,86,240,"1.0,-0.08353952619481586,-1.0",46,"-0.13746749759655974,0.49384364036211803,-0.01935357496354817",192,312,1.872682999999597
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,22,test,Prioritise4,2,circle,square,cross,triangle,"1.0,0.08129056571751603,-1.0","1.0,-0.2133971103908915,-0.5647212078646006","0.10890282843090082,0.4735368131811257,-0.6233623294930688","0.15891936573799903,0.3831804895186659,0.5999565135488085",68,27,157,247,"0.10890282843090082,0.4735368131811257,-0.6233623294930688",157,"1.0,0.13084904670314157,-1.0",75,132,3.924196299999494
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,23,test,NoPrioritise,0,square,triangle,cross,circle,"1.0,0.03716450464441401,-1.0","-0.15971287347422924,0.4846106035432911,0.16864202556096686","0.09017416231209929,0.4764835565228893,-0.581140049938324","1.0,-0.2541916545294901,-0.43193236346031305",62,205,159,19,"1.0,0.03716450464441401,-1.0",62,"1.0,-0.1453950522675579,0.29343624696038684",328,352,4.241819599999872
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,24,test,Prioritise4,2,square,cross,triangle,circle,"1.0,0.0885108071490186,-1.0","-0.15325530146069954,0.47850880592239364,0.23567289266690317","0.5453823652594301,0.36344457638027117,-1.0","1.0,-0.24898244687401672,0.0724226931177736",69,210,117,345,"0.5453823652594301,0.36344457638027117,-1.0",117,"0.7362113369355152,0.2892555466706437,-1.0",101,204,13.385596699999951
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,25,test,Prioritise3,2,circle,square,triangle,cross,"-0.12538192785381974,0.49466166942996614,-0.0651744334368548","1.0,-0.16655302622891022,0.25673909055504174","0.9677931896988998,0.1712594071065523,-1.0","0.7578023835242338,0.165070026077772,0.63954193062201",189,331,81,287,"0.9677931896988998,0.1712594071065523,-1.0",81,"0.911575527904773,0.20327130372654878,-1.0",86,1,2.359019999999873
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,26,test,Prioritise2,3,triangle,square,cross,circle,"0.4981526525436166,0.3791643150394166,-1.0","-0.028015013033697245,0.49094955428922593,-0.32385780920023366","1.0,-0.2759589912597996,-0.3378595329546661","0.03525654226328623,0.4183671124064994,0.5284836519992187",121,173,13,237,"0.03525654226328623,0.4183671124064994,0.5284836519992187",237,"0.8771865507724368,0.22170185938115816,-1.0",89,270,2.005962499999441
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,27,test,Prioritise2,3,circle,cross,square,triangle,"-0.15745197328482874,0.48927392525561153,0.09851328502402845","1.0,0.029697581538389972,-1.0","0.7578023835242338,0.165070026077772,0.63954193062201","0.07004997715874661,0.40859431628906884,0.5522929170622126",200,61,287,240,"0.07004997715874661,0.40859431628906884,0.5522929170622126",240,"0.07004997715874661,0.40859431628906884,0.5522929170622126",240,289,1.635830199999873
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,28,test,Prioritise2,2,cross,triangle,circle,square,"0.07004997715874661,0.40859431628906884,0.5522929170622126","0.9439739668489959,0.07017173146500566,0.5667550331301558","-0.03545149328753128,0.4915787209123279,-0.3069086161051545","0.7243026375027783,0.2944273290124073,-1.0",240,300,174,102,"-0.03545149328753128,0.4915787209123279,-0.3069086161051545",174,"1.0,-0.28715474606071,-0.26149890951485844",8,6,3.8910459000007904
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,29,test,Prioritise1,2,square,cross,triangle,circle,"0.697563521415238,0.19227379976898162,0.6538323072937366","0.35978173682339754,0.41977397962065344,-1.0","0.9342399836420399,0.1906568045828605,-1.0","1.0,-0.2897135245148047,-0.23135156862016248",283,133,84,6,"0.9342399836420399,0.1906568045828605,-1.0",84,"0.011345098196205106,0.4870029319956142,-0.41073039696963887",168,183,1.5029670000003534
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,30,test,Prioritise4,2,circle,cross,square,triangle,"-0.15971287347422924,0.4846106035432911,0.16864202556096686","1.0,-0.007959551777363516,-1.0","1.0,-0.2812391217555803,-0.30713162009795525","1.0,-0.12344048141961106,0.3289459564990056",205,56,11,325,"1.0,-0.2812391217555803,-0.30713162009795525",11,"1.0,-0.2810383691272422,-0.05469022987079308",354,50,2.1521630999995978
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,31,test,NoPrioritise,3,cross,triangle,circle,square,"0.7004475934634664,0.30455679594870433,-1.0","0.024156992038590452,0.42147876676365525,0.5201127943356356","0.984183681480933,0.0471694796759472,0.544551712303033","1.0,-0.2897135245148047,-0.23135156862016248",104,236,303,6,"1.0,-0.2897135245148047,-0.23135156862016248",6,"1.0,-0.13815640460244194,0.305409278040333",327,255,1.9714405000004263
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,32,test,Prioritise1,0,triangle,square,cross,circle,"0.22896995211020998,0.45101907426419996,-1.0","0.854028730639278,0.2336538600688729,-1.0","1.0,-0.2885749142137033,-0.24639910949319843","-0.05454842094763246,0.44381461100324726,0.4456881091586087",145,91,7,228,"0.22896995211020998,0.45101907426419996,-1.0",145,"0.019624625934283157,0.48605247051678724,-0.428609032695351",167,216,2.2780923999998777
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,33,test,Prioritise2,0,circle,cross,triangle,square,"1.0,-0.21911833444213913,-0.5474132739956148","0.8458569493622168,0.12238552790175761,0.6108291411981881","1.0,-0.24898244687401672,0.0724226931177736","1.0,0.14454808295369936,-1.0",26,293,345,77,"1.0,-0.21911833444213913,-0.5474132739956148",26,"-0.15601024525342333,0.4900377710624384,0.08414494382818494",199,333,1.4742452999998932
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,34,test,Prioritise2,0,triangle,square,cross,circle,"1.0,-0.15960027999342463,0.2690977661520819","0.18759316868675757,0.45946387343509576,-0.8398972692549822","1.0,-0.23006636068103248,-0.5135224369802548","-0.15218698220497417,0.491399065672369,0.0550849709310266",330,149,24,197,"1.0,-0.15960027999342463,0.2690977661520819",330,"1.0,-0.03882752461224859,0.44751763152896373",314,1,4.677330399999846
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,35,test,Prioritise1,1,cross,square,circle,triangle,"-0.11280811015512238,0.4617870748317987,0.35899735609320693","1.0,-0.20149881210311282,-0.6002331830476271","1.0,-0.2117453636986133,0.16700499532847024","0.29323185337982705,0.4365272844863326,-1.0",220,29,338,139,"1.0,-0.20149881210311282,-0.6002331830476271",29,"0.9342399836420399,0.1906568045828605,-1.0",84,340,2.5285734999997658
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,36,test,Prioritise3,0,triangle,square,circle,cross,"1.0,0.008268781307839035,0.5033766660072689","1.0,-0.18262560807777894,-0.6564771422547051","-0.028015013033697245,0.49094955428922593,-0.32385780920023366","0.2277843781848521,0.3627318956570289,0.6269388339435948",308,32,173,252,"1.0,0.008268781307839035,0.5033766660072689",308,"-0.12538192785381974,0.49466166942996614,-0.0651744334368548",189,139,3.700197800000751
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,37,test,NoPrioritise,1,circle,cross,triangle,square,"0.509921421288337,0.37533864292099284,-1.0","1.0,-0.24513616553833184,-0.4641238358039159","1.0,-0.1308360377071882,0.3172469791017578","-0.0789607698268403,0.4510515800167316,0.41453817725242015",120,21,326,225,"1.0,-0.24513616553833184,-0.4641238358039159",21,"0.4282253351913974,0.40067838587068505,-1.0",127,278,2.5043445000001157
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,38,test,NoPrioritise,2,circle,cross,triangle,square,"0.011345098196205106,0.4870029319956142,-0.41073039696963887","1.0,0.05938674364207741,-1.0","1.0,-0.23006636068103248,-0.5135224369802548","-0.10032491436032498,0.45768874039972984,0.3817396096664756",168,65,24,222,"1.0,-0.23006636068103248,-0.5135224369802548",24,"0.38240568475417525,0.4136729392938614,-1.0",131,110,2.2125382999993235
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,39,test,Prioritise4,1,triangle,cross,circle,square,"0.4819850074232215,0.2784837623913883,0.6721002952002628","1.0,-0.03882752461224859,0.44751763152896373","1.0,-0.24513616553833184,-0.4641238358039159","1.0,0.09568719202827336,-1.0",269,314,21,70,"1.0,-0.03882752461224859,0.44751763152896373",314,"0.10890282843090082,0.4735368131811257,-0.6233623294930688",157,300,1.4219105000001946
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,40,test,Prioritise1,0,circle,triangle,cross,square,"1.0,0.09568719202827336,-1.0","0.40522526965537775,0.4073086888830977,-1.0","1.0,-0.28545618498147696,-0.27665271730440133","-0.14097292288545527,0.4934633616179327,-0.004268922352566595",70,129,9,193,"1.0,0.09568719202827336,-1.0",70,"1.0,0.03716450464441401,-1.0",62,319,1.5272838999999294
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,41,test,Prioritise4,2,square,triangle,circle,cross,"0.7954699681646173,0.26233143705175754,-1.0","-0.1336957186097738,0.49417000388378884,-0.03453353894846056","0.4819850074232215,0.2784837623913883,0.6721002952002628","1.0,-0.2784883645829067,-0.04031082501765193",96,191,269,353,"0.4819850074232215,0.2784837623913883,0.6721002952002628",269,"0.8189948021797893,0.2510686603392729,-1.0",94,330,2.076082100000349
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,42,test,NoPrioritise,2,cross,square,circle,triangle,"0.09017416231209929,0.4764835565228893,-0.581140049938324","-0.0864279937772866,0.4533299305616785,0.40378459741649797","0.43579397082986615,0.29501209376045523,0.6694809165992386","1.0,-0.16655302622891022,0.25673909055504174",159,224,266,331,"0.43579397082986615,0.29501209376045523,0.6694809165992386",266,"-0.017538974095646753,0.43320838581829424,0.48452289736445553",232,351,2.210001299999931
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,43,test,Prioritise3,2,triangle,circle,square,cross,"1.0,0.14454808295369936,-1.0","0.3485477954945324,0.4227267056127266,-1.0","-0.15218698220497417,0.491399065672369,0.0550849709310266","0.7874973343482177,0.15108074255601633,0.6309286527694675",77,134,197,289,"-0.15218698220497417,0.491399065672369,0.0550849709310266",197,"-0.04273264564935253,0.4921547641531523,-0.29008164886068233",175,133,1.5230758999996397
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,44,test,Prioritise4,1,cross,circle,square,triangle,"0.4511598862406947,0.28958122135142217,0.6706112376461497","1.0,-0.265680167273015,0.01659727634298691","-0.15325530146069954,0.47850880592239364,0.23567289266690317","0.2607905457923898,0.44405077031286466,-1.0",267,349,210,142,"1.0,-0.265680167273015,0.01659727634298691",349,"-0.1334211421392112,0.46921826779504494,0.31151742599586085",216,212,1.5361238999994384
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,45,test,Prioritise3,1,cross,square,triangle,circle,"0.8314067698500829,0.129644828397681,0.6162087510840306","1.0,-0.291416597096681,-0.18651092035548889","0.9001622899209403,0.20948101299508481,-1.0","0.02803139784776887,0.4850479085911541,-0.44669070010662637",292,3,87,166,"1.0,-0.291416597096681,-0.18651092035548889",3,"0.07186027412725471,0.47920645949573504,-0.5409731165987569",161,319,3.1414678000001004
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,46,test,Prioritise3,3,circle,square,triangle,cross,"1.0,-0.24898244687401672,0.0724226931177736","-0.12384754992127334,0.4656289401720195,0.3355818842165046","-0.01269399205840449,0.48953144240138324,-0.3581525544909092","0.8072476110492377,0.25673500061136667,-1.0",345,218,171,95,"0.8072476110492377,0.25673500061136667,-1.0",95,"0.2277843781848521,0.3627318956570289,0.6269388339435948",252,321,1.424506699999256
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,47,test,Prioritise2,0,cross,circle,square,triangle,"-0.11280811015512238,0.4617870748317987,0.35899735609320693","1.0,-0.25349859092244853,0.058576446168723484","0.4397882380638529,0.39726260220805054,-1.0","1.0,0.031678509722878445,0.528693730626498",220,346,126,305,"-0.11280811015512238,0.4617870748317987,0.35899735609320693",220,"0.43579397082986615,0.29501209376045523,0.6694809165992386",266,343,2.5134780000007595
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,48,test,Prioritise3,1,cross,circle,square,triangle,"-0.15218698220497417,0.491399065672369,0.0550849709310266","0.697563521415238,0.19227379976898162,0.6538323072937366","0.35978173682339754,0.41977397962065344,-1.0","1.0,0.14454808295369936,-1.0",197,283,133,77,"0.697563521415238,0.19227379976898162,0.6538323072937366",283,"0.6210691465439071,0.22472865664823272,0.6660842894513506",278,122,6.307153099999596
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,49,test,NoPrioritise,1,cross,square,triangle,circle,"-0.11280811015512238,0.4617870748317987,0.35899735609320693","1.0,0.008268781307839035,0.5033766660072689","1.0,0.022205290041545256,-1.0","0.5810306884554026,0.3509198779468534,-1.0",220,308,60,114,"1.0,0.008268781307839035,0.5033766660072689",308,"0.1774490411200258,0.4614263698132157,-0.8044096137074778",150,71,1.3996698000000833
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,50,test,NoPrioritise,1,square,circle,cross,triangle,"-0.05454842094763246,0.44381461100324726,0.4456881091586087","1.0,-0.2885749142137033,-0.24639910949319843","1.0,-0.07007995956776203,0.4066709204115653","0.8771865507724368,0.22170185938115816,-1.0",228,7,318,89,"1.0,-0.2885749142137033,-0.24639910949319843",7,"1.0,-0.283482916447115,-0.29186272671519153",10,34,13.601197300000422
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,51,test,Prioritise3,3,cross,square,circle,triangle,"-0.06301515924349677,0.44629443292921844,0.43549282839157066","1.0,0.023895135487088437,0.520455959599228","0.4630300053623657,0.39022810787803497,-1.0","1.0,-0.24976805918886447,-0.4479639557291707",227,306,124,20,"1.0,-0.24976805918886447,-0.4479639557291707",20,"1.0,0.09568719202827336,-1.0",70,54,2.1231761999997616
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,52,test,Prioritise1,2,triangle,circle,cross,square,"1.0,-0.15960027999342463,0.2690977661520819","0.019624625934283157,0.48605247051678724,-0.428609032695351","0.1997782184249719,0.37114427631595914,0.6168699381761522","1.0,-0.11314379054822865,-0.9277147292103822",330,167,250,42,"0.1997782184249719,0.37114427631595914,0.6168699381761522",250,"1.0,0.1377261376429495,-1.0",76,278,2.106576199999836
Pri_ET_Study1_6,M,0/0/1900,2022-07-11_15h09.47.792,53,test,Prioritise2,1,circle,cross,square,triangle,"0.8168605703912253,0.13684827598857496,0.6213530935889016","1.0,0.14454808295369936,-1.0","1.0,-0.18262560807777894,-0.6564771422547051","0.15891936573799903,0.3831804895186659,0.5999565135488085",291,77,32,247,"1.0,0.14454808295369936,-1.0",77,"1.0,-0.015534070910116049,-1.0",55,172,2.1065921999997954
