id,gender,dob,date,n_trial,test_stage,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,response,response_angle,wheel_rotation,reaction_time
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,6,test,Prioritise4,0,circle,square,cross,triangle,"0.8423878648894922,0.2395276862660105,-1.0","1.0,-0.1453950522675579,0.29343624696038684","0.31518019558100097,0.43119815975599396,-1.0","1.0,-0.2541916545294901,-0.43193236346031305",92,328,137,19,"0.8423878648894922,0.2395276862660105,-1.0",92,"0.854028730639278,0.2336538600688729,-1.0",91,246,2.214396099999931
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,7,test,NoPrioritise,1,triangle,circle,cross,square,"1.0,-0.0932311933171065,0.374286934875081","-0.04273264564935253,0.4921547641531523,-0.29008164886068233","0.002753009035763032,0.42748599986642954,0.5027340537090634","1.0,-0.2914084206358549,-0.1716625835351976",321,175,234,2,"-0.04273264564935253,0.4921547641531523,-0.29008164886068233",175,"0.1377313063497616,0.46869198128419454,-0.6923217342230605",154,16,2.186618400000043
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,8,test,Prioritise4,1,cross,triangle,circle,square,"-0.04273264564935253,0.4921547641531523,-0.29008164886068233","1.0,0.031678509722878445,0.528693730626498","0.7481042841002781,0.28401253410301863,-1.0","-0.007535811164553707,0.4303825516742039,0.4937312314227156",175,305,100,233,"1.0,0.031678509722878445,0.528693730626498",305,"0.011345098196205106,0.4870029319956142,-0.41073039696963887",168,292,2.7619635999999446
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,9,test,Prioritise4,1,cross,circle,square,triangle,"-0.1336957186097738,0.49417000388378884,-0.03453353894846056","0.1456375685133382,0.387038501124352,0.5938426811268567","0.7599790593392,0.278698430329378,-1.0","0.8314067698500829,0.129644828397681,0.6162087510840306",191,246,99,292,"0.1456375685133382,0.387038501124352,0.5938426811268567",246,"-0.007535811164553707,0.4303825516742039,0.4937312314227156",233,93,2.0337839000001168
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,10,test,Prioritise1,1,circle,square,triangle,cross,"0.2277843781848521,0.3627318956570289,0.6269388339435948","1.0,-0.26238457869240295,-0.4002073564444957","1.0,-0.13815640460244194,0.305409278040333","0.8072476110492377,0.25673500061136667,-1.0",252,17,327,95,"1.0,-0.26238457869240295,-0.4002073564444957",17,"0.40522526965537775,0.4073086888830977,-1.0",129,222,2.539513599999964
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,11,test,Prioritise3,0,cross,triangle,square,circle,"1.0,-0.2885749142137033,-0.24639910949319843","-0.04273264564935253,0.4921547641531523,-0.29008164886068233","-0.12881863109484093,0.46745492896353924,0.32362925960524147","0.7362113369355152,0.2892555466706437,-1.0",7,175,217,101,"1.0,-0.2885749142137033,-0.24639910949319843",7,"-0.12538192785381974,0.49466166942996614,-0.0651744334368548",189,130,3.717145900000105
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,12,test,NoPrioritise,0,cross,square,triangle,circle,"-0.01269399205840449,0.48953144240138324,-0.3581525544909092","1.0,-0.023115205136178596,-1.0","0.9303101871846857,0.07776559495072588,0.5737236459068971","1.0,-0.27259515439613147,-0.011730747350127468",171,54,299,351,"-0.01269399205840449,0.48953144240138324,-0.3581525544909092",171,"1.0,0.016090771115826907,0.5120159997035829",307,113,2.6223629000000983
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,13,test,Prioritise1,3,square,triangle,cross,circle,"0.2563330525591274,0.3540064263668754,0.6360281906414551","1.0,0.10990102188412854,-1.0","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","1.0,-0.17339639938985352,0.2442586263282529",254,72,179,332,"1.0,-0.17339639938985352,0.2442586263282529",332,"0.1997782184249719,0.37114427631595914,0.6168699381761522",250,44,3.239032800000132
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,14,test,Prioritise2,2,square,cross,circle,triangle,"0.3262451978832188,0.42843842117143094,-1.0","1.0,-0.12344048141961106,0.3289459564990056","1.0,-0.1694459751095364,-0.6968170409133772","-0.14715582087117385,0.4925402828135286,0.025608434090147236",136,325,34,195,"1.0,-0.1694459751095364,-0.6968170409133772",34,"0.37478692104604905,0.3159453148278393,0.6623940312376342",262,138,6.085441599999967
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,15,test,Prioritise2,2,triangle,circle,square,cross,"0.09441071644993415,0.40170970408167506,0.5670564126145141","1.0,-0.24976805918886447,-0.4479639557291707","1.0,-0.10086551076024819,0.3631766774585774","0.5335383805596645,0.36747902832868284,-1.0",242,20,322,118,"1.0,-0.10086551076024819,0.3631766774585774",322,"1.0,-0.24898244687401672,0.0724226931177736",345,336,1.8975379999999404
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,16,test,Prioritise2,2,cross,circle,triangle,square,"1.0,0.14454808295369936,-1.0","-0.12085421394465079,0.49482727509491764,-0.08063336981743141","0.35978173682339754,0.41977397962065344,-1.0","0.2563330525591274,0.3540064263668754,0.6360281906414551",77,188,133,254,"0.35978173682339754,0.41977397962065344,-1.0",133,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785",179,222,1.9342709999998533
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,17,test,Prioritise2,2,triangle,cross,square,circle,"0.8771865507724368,0.22170185938115816,-1.0","1.0,-0.09100024043058197,-1.0","0.4204673865307198,0.3003640950728248,0.6680936776579738","1.0,-0.25779156666188097,0.04465505589445962",89,45,265,347,"0.4204673865307198,0.3003640950728248,0.6680936776579738",265,"1.0,-0.1558548551326704,-0.7405909184559469",36,172,2.471368499999926
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,18,test,Prioritise3,2,triangle,square,circle,cross,"0.9303101871846857,0.07776559495072588,0.5737236459068971","1.0,-0.28545618498147696,-0.27665271730440133","1.0,0.007155954649565421,-1.0","-0.137653653553384,0.47091943313012696,0.2992494234533911",299,9,58,215,"1.0,0.007155954649565421,-1.0",58,"1.0,-0.28849207683894174,-0.11276294357485506",358,347,2.2008675999998104
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,19,test,Prioritise3,0,circle,square,cross,triangle,"-0.12538192785381974,0.49466166942996614,-0.0651744334368548","0.5128942075651803,0.26707393527284795,0.6725600501236935","0.2607905457923898,0.44405077031286466,-1.0","0.8656291340184048,0.2277117481201254,-1.0",189,271,142,90,"-0.12538192785381974,0.49466166942996614,-0.0651744334368548",189,"0.7428418032534498,0.17196979648312705,0.6434837115546581",286,16,4.44407410000008
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,20,test,Prioritise2,3,square,cross,circle,triangle,"0.41670369996421397,0.40402696808005323,-1.0","-0.15691856372514257,0.4811251279442219,0.20925454252068332","0.9303101871846857,0.07776559495072588,0.5737236459068971","1.0,0.022205290041545256,-1.0",128,208,299,60,"1.0,0.022205290041545256,-1.0",60,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,161,3.850787500000024
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,21,test,Prioritise1,3,square,triangle,cross,circle,"0.3373683384989987,0.425614728337375,-1.0","0.27079222332264496,0.349525727356639,0.6402021298134932","1.0,-0.2352776592018201,-0.4968859262116322","0.9566713411825642,0.17778746275501622,-1.0",135,255,23,82,"0.9566713411825642,0.17778746275501622,-1.0",82,"1.0,-0.00039510366743955583,-1.0",57,71,2.2165688000000046
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,22,test,Prioritise4,3,square,triangle,cross,circle,"1.0,0.1513135807267587,-1.0","-0.14715582087117385,0.4925402828135286,0.025608434090147236","1.0,-0.283482916447115,-0.29186272671519153","0.4981526525436166,0.3791643150394166,-1.0",78,195,10,121,"0.4981526525436166,0.3791643150394166,-1.0",121,"0.18759316868675757,0.45946387343509576,-0.8398972692549822",149,139,2.404065500000115
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,23,test,Prioritise4,2,square,triangle,circle,cross,"1.0,-0.2696580629443429,-0.3688697412252795","-0.12966480223349675,0.49444262706220066,-0.04980752507879116","0.7127176267031001,0.18557291042394586,0.6506302425082333","0.6646065852612066,0.3192149609683923,-1.0",15,190,284,107,"0.7127176267031001,0.18557291042394586,0.6506302425082333",284,"1.0,-0.26238457869240295,-0.4002073564444957",17,53,5.0216563999999835
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,24,test,Prioritise2,2,circle,triangle,cross,square,"1.0,0.07402842417913646,-1.0","1.0,-0.2810383691272422,-0.05469022987079308","0.5453823652594301,0.36344457638027117,-1.0","-0.07020697204541848,0.49392917223661503,-0.22388609625324785",67,354,117,179,"0.5453823652594301,0.36344457638027117,-1.0",117,"0.7362113369355152,0.2892555466706437,-1.0",101,252,2.508652799999936
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,25,test,NoPrioritise,0,triangle,cross,circle,square,"-0.15325530146069954,0.47850880592239364,0.23567289266690317","1.0,0.09568719202827336,-1.0","0.38240568475417525,0.4136729392938614,-1.0","1.0,-0.24976805918886447,-0.4479639557291707",210,70,131,20,"-0.15325530146069954,0.47850880592239364,0.23567289266690317",210,"0.07186027412725471,0.47920645949573504,-0.5409731165987569",161,322,5.088468499999863
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,26,test,NoPrioritise,3,square,circle,triangle,cross,"0.002753009035763032,0.42748599986642954,0.5027340537090634","0.45139045294854396,0.393779284417197,-1.0","1.0,0.1377261376429495,-1.0","1.0,-0.25349859092244853,0.058576446168723484",234,125,76,346,"1.0,-0.25349859092244853,0.058576446168723484",346,"1.0,-0.05449202187079283,0.427438243059558",316,44,2.686858999999913
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,27,test,Prioritise2,3,triangle,circle,cross,square,"0.9566713411825642,0.17778746275501622,-1.0","-0.0864279937772866,0.4533299305616785,0.40378459741649797","-0.020427730643879483,0.49026716567376205,-0.3409363637973366","1.0,-0.24030349193845646,-0.4804258498410512",82,224,172,22,"1.0,-0.24030349193845646,-0.4804258498410512",22,"0.6210691465439071,0.22472865664823272,0.6660842894513506",278,38,2.5859424000000217
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,28,test,Prioritise1,0,circle,triangle,cross,square,"0.013319861281873457,0.4245182348375207,0.5115287599103473","0.7599790593392,0.278698430329378,-1.0","1.0,-0.19952917352700617,0.19318579588388318","0.0809641014742315,0.4778728517952051,-0.560834903418019",235,99,336,160,"0.013319861281873457,0.4245182348375207,0.5115287599103473",235,"1.0,-0.17339639938985352,0.2442586263282529",332,274,1.5982468999998218
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,29,test,Prioritise1,3,circle,cross,square,triangle,"1.0,-0.03828278687151976,-1.0","1.0,-0.24425036060701033,0.08619108045783674","-0.10043403746491275,0.49495767021285575,-0.14337977127983403","0.2715377535601935,0.44160513045338035,-1.0",52,344,184,141,"0.2715377535601935,0.44160513045338035,-1.0",141,"-0.15857178695416452,0.48845422840718666,0.1127707600476957",201,55,2.55396410000003
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,30,test,Prioritise4,1,square,cross,circle,triangle,"1.0,-0.2810383691272422,-0.05469022987079308","0.3148218664135791,0.3356097028178475,0.6512264970146455","0.45139045294854396,0.393779284417197,-1.0","-0.15691856372514257,0.4811251279442219,0.20925454252068332",354,258,125,208,"0.3148218664135791,0.3356097028178475,0.6512264970146455",258,"1.0,-0.12042756170577695,-0.8836340589512358",41,181,5.037381500000038
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,31,test,NoPrioritise,2,square,circle,cross,triangle,"0.002753009035763032,0.42748599986642954,0.5027340537090634","1.0,-0.03882752461224859,0.44751763152896373","0.7836643519746782,0.2678576623980824,-1.0","0.2715377535601935,0.44160513045338035,-1.0",234,314,97,141,"0.7836643519746782,0.2678576623980824,-1.0",97,"0.003196340864616065,0.48789947231709707,-0.3930376390559923",169,255,3.1278171000001294
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,32,test,Prioritise1,3,circle,triangle,cross,square,"1.0,0.023895135487088437,0.520455959599228","1.0,-0.12765325079304635,-0.8480385611780058","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","0.40522526965537775,0.4073086888830977,-1.0",306,40,179,129,"0.40522526965537775,0.4073086888830977,-1.0",129,"-0.004817967995419115,0.4887422579776717,-0.37551595656205394",170,284,5.037242800000058
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,33,test,Prioritise4,0,cross,circle,triangle,square,"-0.0864279937772866,0.4533299305616785,0.40378459741649797","0.43579397082986615,0.29501209376045523,0.6694809165992386","1.0,0.008268781307839035,0.5033766660072689","-0.07020697204541848,0.49392917223661503,-0.22388609625324785",224,266,308,179,"-0.0864279937772866,0.4533299305616785,0.40378459741649797",224,"-0.0864279937772866,0.4533299305616785,0.40378459741649797",224,60,4.546627100000023
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,34,test,NoPrioritise,2,cross,circle,square,triangle,"0.07186027412725471,0.47920645949573504,-0.5409731165987569","0.7127176267031001,0.18557291042394586,0.6506302425082333","1.0,0.04460337025072447,-1.0","-0.1552691192795369,0.47984650043174004,0.22253130766167373",161,284,63,209,"1.0,0.04460337025072447,-1.0",63,"1.0,-0.12765325079304635,-0.8480385611780058",40,208,2.098020099999985
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,35,test,Prioritise3,2,circle,cross,triangle,square,"-0.07663707943429687,0.49424057193593485,-0.2075945922293636","0.10691635848548953,0.39815526341168916,0.5740986907036785","0.8886984490493344,0.21562474761751438,-1.0","0.7578023835242338,0.165070026077772,0.63954193062201",180,243,88,287,"0.8886984490493344,0.21562474761751438,-1.0",88,"1.0,-0.030699357614306977,-1.0",53,248,1.8681086999999934
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,36,test,Prioritise4,3,circle,triangle,cross,square,"1.0,-0.2853220527670477,-0.0836186653125478","1.0,-0.1558548551326704,-0.7405909184559469","-0.11280811015512238,0.4617870748317987,0.35899735609320693","0.15741439024530024,0.4651753747362595,-0.7441898531558468",356,36,220,152,"0.15741439024530024,0.4651753747362595,-0.7441898531558468",152,"0.19781922438295352,0.4574422518266765,-0.8818361039644314",148,63,3.8226788999998007
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,37,test,NoPrioritise,2,triangle,circle,cross,square,"1.0,0.13084904670314157,-1.0","1.0,0.031678509722878445,0.528693730626498","0.3262451978832188,0.42843842117143094,-1.0","-0.11280811015512238,0.4617870748317987,0.35899735609320693",75,305,136,220,"0.3262451978832188,0.42843842117143094,-1.0",136,"-0.045760705841983884,0.4412666063320212,0.45569155140365925",229,341,5.271472500000073
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,38,test,Prioritise2,2,square,cross,circle,triangle,"0.8602068900008202,0.11507220116757,0.6052161878467197","0.14752787305018233,0.4669625621869047,-0.7174796825499677","1.0,-0.22467733398512213,-0.5303566464837048","1.0,-0.23416809090988489,0.11348302116348141",294,153,25,342,"1.0,-0.22467733398512213,-0.5303566464837048",25,"1.0,-0.24976805918886447,-0.4479639557291707",20,71,2.5552844999999706
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,39,test,Prioritise1,2,circle,cross,square,triangle,"1.0,0.031678509722878445,0.528693730626498","0.7954699681646173,0.26233143705175754,-1.0","-0.06301515924349677,0.44629443292921844,0.43549282839157066","-0.08288077159008311,0.49449913405181634,-0.1914000323192474",305,96,227,181,"-0.06301515924349677,0.44629443292921844,0.43549282839157066",227,"0.024156992038590452,0.42147876676365525,0.5201127943356356",236,29,1.9562579999999343
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,40,test,Prioritise2,0,cross,square,circle,triangle,"-0.03665861455697994,0.4386499069954206,0.4655003413302212","1.0,-0.07783297952557244,0.3960373748090056","0.29323185337982705,0.4365272844863326,-1.0","1.0,-0.2541916545294901,-0.43193236346031305",230,319,139,19,"-0.03665861455697994,0.4386499069954206,0.4655003413302212",230,"0.002753009035763032,0.42748599986642954,0.5027340537090634",234,131,2.1999706000001424
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,41,test,Prioritise4,2,circle,square,cross,triangle,"1.0,-0.25349859092244853,0.058576446168723484","0.5217173616076898,0.3714436344565344,-1.0","1.0,-0.060989074760531836,-1.0","-0.15745197328482874,0.48927392525561153,0.09851328502402845",346,119,49,200,"1.0,-0.060989074760531836,-1.0",49,"1.0,-0.12042756170577695,-0.8836340589512358",41,181,1.7537529999999606
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,42,test,Prioritise4,3,circle,triangle,square,cross,"1.0,-0.14892208927791584,-0.7642951287839744","-0.020427730643879483,0.49026716567376205,-0.3409363637973366","0.8189948021797893,0.2510686603392729,-1.0","1.0,-0.25779156666188097,0.04465505589445962",37,172,94,347,"1.0,-0.25779156666188097,0.04465505589445962",347,"1.0,-0.023115205136178596,-1.0",54,80,2.5123449000000164
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,43,test,Prioritise1,2,cross,square,circle,triangle,"0.8656291340184048,0.2277117481201254,-1.0","0.3446475566939091,0.32593623267112437,0.6573177271493604","1.0,-0.2618543528600009,0.0306611530728087","0.30417514509994215,0.43389432139899475,-1.0",90,260,348,138,"1.0,-0.2618543528600009,0.0306611530728087",348,"1.0,-0.023115205136178596,-1.0",54,261,3.9559342000000015
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,44,test,Prioritise3,3,circle,triangle,cross,square,"-0.137653653553384,0.47091943313012696,0.2992494234533911","0.9973143857544444,0.03943765994348003,0.5367265506444097","0.8423878648894922,0.2395276862660105,-1.0","0.05398205218015839,0.48170764156945833,-0.5023703861935837",215,304,92,163,"0.05398205218015839,0.48170764156945833,-0.5023703861935837",163,"0.0809641014742315,0.4778728517952051,-0.560834903418019",160,340,4.661896299999853
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,45,test,Prioritise2,0,triangle,cross,square,circle,"0.6823545184579658,0.19890605819631269,0.6567852503614975","1.0,-0.2117453636986133,0.16700499532847024","-0.137653653553384,0.47091943313012696,0.2992494234533911","1.0,-0.015534070910116049,-1.0",282,338,215,55,"0.6823545184579658,0.19890605819631269,0.6567852503614975",282,"1.0,-0.29111130123666484,-0.15686324257888173",1,335,3.8822646999999506
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,46,test,NoPrioritise,3,square,circle,cross,triangle,"1.0,-0.11314379054822865,-0.9277147292103822","0.003196340864616065,0.48789947231709707,-0.3930376390559923","1.0,-0.289651960671372,-0.12741280502186536","0.8314067698500829,0.129644828397681,0.6162087510840306",42,169,359,292,"0.8314067698500829,0.129644828397681,0.6162087510840306",292,"0.1377313063497616,0.46869198128419454,-0.6923217342230605",154,66,2.2786211000000094
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,47,test,Prioritise4,1,triangle,cross,circle,square,"0.40522526965537775,0.4073086888830977,-1.0","0.6364477477613335,0.21838082541010184,0.6641383826852352","0.9566713411825642,0.17778746275501622,-1.0","-0.03665861455697994,0.4386499069954206,0.4655003413302212",129,279,82,230,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,"0.7726890832158932,0.15810653737494773,0.6353563968956581",288,53,3.4701506999999765
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,48,test,NoPrioritise,0,cross,square,triangle,circle,"0.1377313063497616,0.46869198128419454,-0.6923217342230605","1.0,0.03716450464441401,-1.0","1.0,-0.28715474606071,-0.26149890951485844","0.5593128013847881,0.24938009178326226,0.6713213889936891",154,62,8,274,"0.1377313063497616,0.46869198128419454,-0.6923217342230605",154,"0.019624625934283157,0.48605247051678724,-0.428609032695351",167,293,1.8059468999999808
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,49,test,Prioritise3,0,triangle,square,circle,cross,"-0.15325530146069954,0.47850880592239364,0.23567289266690317","0.8072476110492377,0.25673500061136667,-1.0","0.32969209843730707,0.3308126345090221,0.6543985772501693","1.0,-0.03828278687151976,-1.0",210,95,259,52,"-0.15325530146069954,0.47850880592239364,0.23567289266690317",210,"-0.15601024525342333,0.4900377710624384,0.08414494382818494",199,164,4.12547010000003
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,50,test,Prioritise3,1,circle,cross,square,triangle,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096","1.0,-0.12344048141961106,0.3289459564990056","1.0,-0.07604755533137741,-1.0","0.4397882380638529,0.39726260220805054,-1.0",182,325,47,126,"1.0,-0.12344048141961106,0.3289459564990056",325,"0.984183681480933,0.0471694796759472,0.544551712303033",303,227,8.217832600000065
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,51,test,Prioritise2,1,triangle,cross,square,circle,"0.5929450132200651,0.3466038519932022,-1.0","0.8168605703912253,0.13684827598857496,0.6213530935889016","-0.137653653553384,0.47091943313012696,0.2992494234533911","1.0,-0.1801231371030828,0.23165973332613699",113,291,215,333,"0.8168605703912253,0.13684827598857496,0.6213530935889016",291,"0.43579397082986615,0.29501209376045523,0.6694809165992386",266,214,2.784014500000012
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,52,test,Prioritise4,0,triangle,square,circle,cross,"0.697563521415238,0.19227379976898162,0.6538323072937366","0.37106831880418345,0.41675617985472035,-1.0","1.0,-0.12765325079304635,-0.8480385611780058","0.04661056885000425,0.4151827959781793,0.5366388806382338",283,132,40,238,"0.697563521415238,0.19227379976898162,0.6538323072937366",283,"0.1997782184249719,0.37114427631595914,0.6168699381761522",250,201,2.665999499999998
Pri_ET_Study1_3,M,0/0/1900,2022-07-07_10h53.12.221,53,test,Prioritise1,0,circle,square,cross,triangle,"1.0,-0.16269839246793216,-0.7181852224820324","-0.028015013033697245,0.49094955428922593,-0.32385780920023366","0.09441071644993415,0.40170970408167506,0.5670564126145141","0.8423878648894922,0.2395276862660105,-1.0",35,173,242,92,"1.0,-0.16269839246793216,-0.7181852224820324",35,"1.0,-0.2759589912597996,-0.3378595329546661",13,316,2.131671499999811
